,D1,D2,responses,weight
115,3006,117,False,0.0
116,2340,118,False,0.0
117,31,119,True,0.3672793098117978
118,3675,120,False,0.0
119,1899,121,True,0.5277777777777778
120,3059,122,False,0.1617875572323585
121,3044,123,False,0.0
122,1040,123,False,0.0
123,3764,124,False,0.644887977205851
124,2397,125,False,0.1731541605497732
125,1478,126,False,0.0
126,3194,127,False,0.0
127,1507,128,True,0.1447136102289872
128,4009,129,True,0.2358187428639038
129,1864,130,False,0.0
130,910,131,False,0.0
131,2608,132,True,0.2505486760009429
132,2886,133,False,0.2445579940222592
133,4800,134,False,0.0
134,3352,135,False,0.0
135,1845,136,False,0.0
136,1040,137,False,0.0
137,4683,138,False,0.0
138,3076,139,False,0.1803339269334864
139,1821,140,False,0.1635174850419321
140,2861,141,False,0.7079923254047886
141,2427,143,False,0.0
142,69,144,True,0.5078333750770082
143,4017,145,False,0.0760373830840591
144,4251,146,False,0.0
145,3380,147,True,0.4119262772858173
146,1521,148,False,0.3335621924974955
147,4095,149,False,0.0
148,201,150,False,0.0
149,4095,151,False,0.0
150,1756,152,True,0.3081667756806828
151,1478,153,False,0.0
152,2914,154,True,0.4978513007588093
153,1040,155,False,0.3546496828075953
154,66,156,False,0.0
155,1115,157,False,0.6848150343017257
156,3226,158,False,0.0
157,3272,159,False,0.4899789435061114
158,2928,160,False,0.2091650066335189
159,676,162,False,0.0
160,3399,163,True,0.9780192938436516
161,520,164,False,0.6390096504226938
162,918,165,True,0.2108673282102535
163,4907,166,True,0.5361799218610493
164,2353,167,True,0.6331738236133035
165,2650,168,False,0.1367882257762659
166,4237,169,False,0.0
167,2249,171,False,0.5219701430050183
168,4095,172,False,0.0
169,1657,173,False,0.0
170,4341,174,False,0.0
171,13,175,False,0.2964997266644404
172,4373,176,False,0.0
173,2609,177,False,0.0
174,2897,178,False,0.0531044156564305
175,3477,180,False,0.0
176,2867,181,False,0.0
177,2632,182,False,0.0
178,1715,183,False,0.5244044240850758
179,2549,184,False,0.0
180,3102,185,False,0.0
181,614,187,False,0.0
182,1320,188,False,0.1053280150530128
183,4690,189,False,0.0
184,3757,190,False,0.6939779183594883
185,2237,191,False,0.0
186,161,192,True,0.5970814340265321
187,3451,193,False,0.1009560374127677
188,1570,194,False,0.2823298512866399
189,3205,195,False,0.5051814855409226
190,559,196,False,0.0893199884352952
191,3067,198,False,0.5441071875825088
192,1895,199,False,0.0
193,2846,200,False,0.0842993091831635
194,845,201,True,0.1824074513839871
195,4608,203,False,0.2005978255313568
196,313,204,False,0.6650621717611762
197,318,205,False,0.1442263244544471
198,5013,206,False,0.6208780157885367
199,854,208,False,0.6264114497259976
200,1799,209,False,0.253546276418555
201,1705,210,False,0.0
202,1124,212,True,0.4139186771923578
203,779,213,True,0.5749792108382483
204,3524,214,True,0.1635147862659882
205,4359,215,False,0.1163304067420187
206,693,216,False,0.4824181513244217
207,4143,218,True,0.613155020597473
208,4882,219,False,0.0
209,4547,220,False,0.0
210,3000,222,False,0.0
211,4402,223,False,0.0
212,4095,224,False,0.0
213,4095,225,False,0.0
214,4596,226,True,0.6865437954763621
215,1040,227,False,0.4196271637081412
216,4095,228,False,0.0
217,2287,229,False,0.0
218,3622,230,True,0.6813851438692469
219,4959,231,True,0.5544788620954259
220,1891,232,False,0.2779692826455979
221,437,233,False,0.0
222,676,234,False,0.0
223,271,235,False,0.184506241605777
224,2968,236,True,0.1860968420796941
225,192,237,True,0.3538151850686812
226,2970,238,False,0.0
227,1797,239,False,0.6190476190476191
228,432,240,False,0.0
229,1022,241,False,0.0
230,339,242,False,0.5598925109558544
231,2305,243,False,0.543557306504609
232,959,244,False,0.0610847221781526
233,4840,245,False,0.0
234,3567,246,False,0.0
235,2985,247,False,0.0
236,1357,248,False,0.2375422747394687
237,3945,249,True,0.3771407209082557
238,751,250,False,0.0
239,2549,251,False,0.0
240,1110,252,False,0.0
241,4519,253,True,0.7686151382644183
242,3708,254,False,0.0
243,4563,255,False,0.0
244,4201,256,False,0.5578319375835659
245,2363,257,False,0.2288021576612147
246,3256,258,False,0.349344987392638
247,1294,259,False,0.0
248,1962,260,True,0.2051956704170308
249,2340,261,False,0.0420358859405423
250,759,262,True,0.5915204817512771
251,4602,263,False,0.0
252,4373,264,False,0.1307580220107612
253,881,265,False,0.0
254,3924,267,True,0.1416368080535657
255,4095,268,False,0.0
256,3228,269,False,0.0
257,1040,270,False,0.5015503913178175
258,276,271,False,0.5477225575051661
259,5001,272,False,0.0
260,3525,274,False,0.4226664576955308
261,3732,276,False,0.1749635530559412
262,5054,277,False,0.0
263,931,278,True,0.1687724257025074
264,1884,279,True,0.5523359223922854
265,4095,280,False,0.0
266,2022,281,True,0.1440714089162343
267,3315,282,False,0.2480694691784169
268,1571,283,False,0.0
269,3546,284,False,0.5255614462264054
270,3985,285,True,0.5672273623252055
271,4547,286,False,0.0
272,2970,287,False,0.0
273,1040,288,False,0.4423258684646914
274,1626,289,False,0.2830692585361489
275,1091,290,False,0.8134892168199607
276,1168,292,False,0.0
277,4095,293,False,0.0
278,3009,294,False,0.0881476475579908
279,182,296,True,0.461112334163388
280,705,297,False,0.4210526315789473
281,4095,298,False,0.0
282,4851,300,False,0.0
283,3315,301,False,0.2390457218668787
284,2467,302,True,0.2932999893456477
285,3743,303,False,0.1761407600917502
286,4922,304,False,0.0
287,3388,305,False,0.0
288,4098,306,False,0.5666666666666667
289,1640,307,True,0.2010005134941552
290,2771,308,True,0.127054372411884
291,3850,310,False,0.0
292,5090,311,False,0.0
293,1421,312,False,0.2132007163556104
294,3262,314,False,0.0
295,2003,315,False,0.0
296,5039,316,False,0.4619348854371559
297,2296,317,True,0.3243723035407737
298,3622,318,False,0.6686478498357316
299,4095,319,False,0.0
300,3230,320,False,0.1264911064067351
301,2079,321,False,0.0818335727803876
302,2373,322,False,0.0
303,4520,324,False,0.0
304,345,325,False,0.0838158076124949
305,1186,327,False,0.0
306,69,328,False,0.4045199174779452
307,274,329,False,0.0
308,2985,330,True,0.2085987550742769
309,2810,331,False,0.1410953896922789
310,115,332,True,0.495558504409436
311,1161,333,True,0.5303300858899106
312,1040,334,False,0.3611575592573076
313,2928,335,False,0.1988980632395387
314,706,336,False,0.2381965336701654
315,789,337,False,0.0
316,3958,338,True,0.6147008563985761
317,1735,339,False,0.3159292970819847
318,4808,340,False,0.0
319,1040,342,False,0.3680373690492888
320,3990,343,False,0.1339799826529428
321,461,344,True,0.5
322,1019,345,False,0.3256694736394648
323,4864,345,False,0.3256694736394648
324,4883,346,False,0.5175491695067657
325,3179,347,False,0.0
326,3226,348,False,0.0
327,405,349,True,0.5681909897271361
328,4776,350,True,0.1925610622361613
329,3191,351,False,0.0
330,1973,351,False,0.0
331,2549,352,False,0.6859943405700354
332,2305,353,False,0.0
333,619,354,False,0.1567857408110819
334,4311,355,False,0.5749649621030632
335,4811,356,False,0.5970814340265321
336,2827,357,False,0.0
337,823,358,False,0.5431236301174653
338,3157,361,True,0.4402254531628119
339,985,363,False,0.0
340,247,364,True,0.2115285280566623
341,2163,365,False,0.0
342,2479,366,False,0.0
343,1932,367,False,0.2007814153375776
344,4707,368,False,0.0
345,1086,369,False,0.0
346,1040,370,False,0.0
347,2745,371,False,0.0
348,2147,372,True,0.3006688971514774
349,4095,374,False,0.0
350,5107,375,False,0.0
351,2422,376,False,0.0
352,4237,377,False,0.0
353,2498,378,False,0.4135850959342555
354,4840,380,True,0.577896743774047
355,3226,381,False,0.0
356,305,382,False,0.2869095208785022
357,2132,383,True,0.2572269215100941
358,4095,384,False,0.0
359,1501,385,False,0.0
360,3441,386,False,0.1781741612749496
361,106,387,False,0.6415330278717847
362,4095,388,False,0.0
363,2585,390,True,0.5994906493301807
364,4598,393,False,0.1110220550565768
365,3995,394,False,0.7298004491997616
366,1572,395,True,0.5393598899705937
367,4560,396,False,0.1359543713813534
368,2721,397,True,0.5236924014565073
369,1664,398,False,0.3912927904356148
370,1626,399,False,0.2620712091804796
371,2760,401,False,0.0
372,4095,402,False,0.0
373,201,403,False,0.0
374,854,404,True,0.7079098555864042
375,1416,405,False,0.1474419561548971
376,2165,405,False,0.0
377,1040,407,False,0.0
378,4660,408,True,0.2620712091804796
379,1759,410,False,0.3212877315609995
380,562,411,False,0.0
381,2244,413,False,0.0
382,1592,414,False,0.4899789435061114
383,4095,415,False,0.0
384,3256,416,False,0.4689515459275805
385,3202,417,False,0.1083557333995654
386,4811,418,False,0.6111323313521408
387,1464,421,False,0.0
388,1177,422,False,0.0
389,1986,423,False,0.0
390,3938,424,False,0.0
391,4402,427,False,0.0
392,2124,428,True,0.5578319375835659
393,4613,429,True,0.509524665365068
394,3218,430,False,0.5962847939999439
395,96,433,False,0.2295101242196988
396,439,434,False,0.0
397,686,436,False,0.1033513288503889
398,608,438,False,0.0
399,1705,439,False,0.0
400,4095,440,False,0.0
401,4658,442,False,0.0
402,615,443,False,0.0
403,1548,444,False,0.6848150343017257
404,1458,445,False,0.2785242495291165
405,2487,446,False,0.9545454545454546
406,705,448,False,0.3077935056255462
407,2001,449,True,0.1106566670344976
408,345,450,True,0.2886751345948128
409,3995,451,False,0.0
410,1151,452,False,0.0
411,3546,453,True,0.5949130765308921
412,123,455,False,0.2686076546751267
413,1916,457,False,0.0
414,2199,457,False,0.0
415,1955,458,False,0.0
416,4768,459,True,0.2134851990463434
417,4367,460,False,0.3158380828546184
418,3698,461,False,0.3758230140014144
419,1868,462,False,0.231325972786496
420,4965,463,False,0.45
421,1040,464,False,0.409514179673961
422,2124,466,False,0.5469992182776682
423,3844,467,False,0.32
424,4292,468,False,0.5263613559678152
425,180,469,True,0.4106892586450451
426,747,470,False,0.0
427,1251,471,False,0.5143028508594515
428,405,473,False,0.555127381653369
429,4688,475,True,0.6264114497259976
430,432,477,False,0.0
431,1277,479,True,0.6017934765940703
432,4660,480,False,0.0
433,1349,481,False,0.0
434,4125,482,False,0.0754309852587216
435,4095,483,False,0.0
436,2426,484,True,0.425532248173495
437,1064,485,False,0.2996023545092552
438,1797,486,True,0.6304072384595335
439,1040,487,False,0.3680373690492888
440,3454,488,False,0.0
441,4165,489,False,0.0
442,1059,491,False,0.0
443,1457,491,False,0.0
444,4095,492,False,0.0
445,3253,493,False,0.1835325870964494
446,4368,494,True,0.4875560806390978
447,2745,495,False,0.2057377999494558
448,2373,496,False,0.4923659639173309
449,1040,497,False,0.391304347826087
450,3438,499,False,0.0
451,2630,499,False,0.0
452,2227,499,False,0.0
453,2549,501,False,0.0
454,298,502,False,0.9565217391304348
455,3102,504,False,0.4341215710622296
456,1756,505,False,0.0
457,4095,507,False,0.0
458,1551,509,False,0.0
459,1186,510,False,0.0
460,2743,510,False,0.0
461,5101,510,False,0.0
462,1694,510,False,0.0
463,4202,511,True,0.2069593385961789
464,2477,513,False,0.0
465,1040,514,False,0.4551495636817562
466,4095,515,False,0.0
467,3837,516,False,0.1899787398970152
468,1694,517,False,0.0
469,1868,518,False,0.2264554068289191
470,4600,519,True,0.392232270276368
471,1501,520,False,0.0
472,2352,521,False,0.0
473,3415,523,True,0.6069769786668839
474,1616,524,False,0.0
475,2031,525,False,0.0
476,4165,526,False,0.0
477,522,527,False,0.5533879157112112
478,4991,528,True,0.1761103043536317
479,1601,529,False,0.5447047794019222
480,1821,530,False,0.1158880043234199
481,676,532,False,0.0
482,4373,533,False,0.0928376655686899
483,3444,534,False,0.7164185699284197
484,1336,535,False,0.0
485,4441,536,False,0.0
486,2980,537,True,0.6008327554319921
487,4842,538,False,0.1818181818181818
488,66,539,False,0.0
489,2079,540,False,0.0
490,1089,541,False,0.0
491,481,542,False,0.0
492,614,543,False,0.1754116038614058
493,392,544,True,0.1837071380876932
494,3546,545,False,0.5144957554275266
495,1509,546,False,0.0
496,3226,547,False,0.0
497,676,548,False,0.0
498,1583,549,False,0.071106419997849
499,3076,550,False,0.1803339269334864
500,4838,551,True,0.3736323588785367
501,3598,553,False,0.4094615124266628
502,1223,554,False,0.7565344158360031
503,4095,555,False,0.0
504,4311,556,False,0.5628590807898423
505,4036,557,False,0.0
506,968,558,False,0.0
507,1404,559,False,0.0
508,1420,560,False,0.6285872661926204
509,4095,562,False,0.0
510,1750,563,False,0.0
511,3121,564,False,0.0
512,4598,566,False,0.0
513,1040,569,False,0.4000988020269483
514,2125,570,False,0.3810317377662721
515,4395,571,False,0.0
516,2202,572,False,0.0
517,4095,573,False,0.0
518,5056,574,False,0.5026155365907202
519,13,575,False,0.0
520,3044,576,False,0.0
521,1040,576,False,0.0
522,1006,577,False,0.4750168687962835
523,4095,578,False,0.0
524,1986,579,False,0.0
525,1634,580,False,0.0
526,1694,581,False,0.1165631010300392
527,1571,582,False,0.0
528,3748,583,True,0.3061862178478973
529,1019,584,False,0.3181818181818182
530,4864,584,False,0.3181818181818182
531,4938,585,False,0.0
532,1139,586,False,0.200643088476282
533,737,587,False,0.1313719667150034
534,4849,588,True,0.1980295085953348
535,3197,589,True,0.3872983346207417
536,3226,590,False,0.0
537,3041,591,False,0.0
538,3525,592,False,0.5114957546028551
539,4002,593,False,0.204672687701386
540,2773,595,False,0.0
541,4583,596,False,0.179968508266339
542,4257,597,False,0.4212117695871159
543,4165,599,False,0.0
544,4095,600,False,0.0
545,3142,601,False,0.8519427513705972
546,2244,602,False,0.0
547,2079,603,False,0.0
548,734,604,False,0.0
549,3093,606,False,0.0
550,3560,607,True,0.1400585255674659
551,3609,608,False,0.0
552,481,612,False,0.0
553,494,613,True,0.6555622813752365
554,3643,614,True,0.426143242295352
555,4788,615,False,0.224179415327122
556,278,616,False,0.2780192187427663
557,3529,619,False,0.0
558,2036,620,False,0.0
559,1955,621,False,0.0
560,4260,622,False,0.0
561,4095,624,False,0.0
562,2837,625,False,0.0
563,2752,626,False,0.4144248634911698
564,2009,627,True,0.1567611233801531
565,2504,628,True,0.61665481259351
566,4239,629,False,0.5910804632890487
567,562,630,False,0.0
568,345,631,False,0.1217254006801033
569,1121,632,False,0.3015113445777636
570,2270,633,False,0.0
571,4395,634,False,0.1027927853509324
572,3193,635,True,0.1592733559968582
573,3009,636,False,0.0
574,3099,638,False,0.4454354031873739
575,4146,639,False,0.0
576,4135,639,False,0.0
577,5054,639,False,0.0
578,4184,640,False,0.0
579,4864,641,False,0.2926847035024817
580,1019,641,False,0.2926847035024817
581,570,642,False,0.1773937187967247
582,3217,643,False,0.0
583,1459,647,True,0.3144854510165755
584,3873,648,False,0.4024922359499621
585,4725,651,False,0.3626203338114211
586,788,652,False,0.0
587,4095,654,False,0.0
588,437,655,False,0.323575114464717
589,2083,656,False,0.0
590,1626,657,False,0.0
591,3597,658,True,0.636975435097801
592,1460,659,False,0.0
593,4546,660,False,0.0
594,2866,661,False,0.0853807936914934
595,4095,662,False,0.0
596,1685,663,False,0.0
597,4095,666,False,0.0
598,4095,667,False,0.0
599,1493,669,False,0.0
600,3023,670,False,0.2449489742783178
601,1228,671,False,0.6849495194215732
602,3958,673,False,0.0
603,2606,675,False,0.0
604,4449,676,False,0.0
605,1022,676,False,0.0
606,4143,677,False,0.4287464628562721
607,1501,678,False,0.0
608,212,679,False,0.0
609,3730,680,False,0.6472318679647124
610,1869,681,False,0.0
611,3939,685,False,0.0
612,2766,687,False,0.0
613,683,688,True,0.2165105797096665
614,1357,690,False,0.511766315719159
615,1040,692,False,0.3830654388414369
616,3893,693,True,0.1976056761004291
617,4373,695,False,0.0
618,505,696,True,0.3646984043128984
619,3082,697,False,0.1939429558262036
620,1305,698,False,0.1589583436537922
621,4095,699,False,0.0
622,3901,700,True,0.4899789435061114
623,4095,701,False,0.0
624,4095,702,False,0.0
625,4095,703,False,0.0
626,1040,704,False,0.0
627,4757,705,False,0.0
628,4095,706,False,0.0
629,3226,707,False,0.0
630,1657,708,False,0.0
631,4386,710,False,0.0
632,2893,711,True,0.6038810848771178
633,590,713,True,0.4995124328435701
634,4143,714,False,0.3080616184861622
635,1730,715,False,0.0
636,345,716,False,0.1684303842133038
637,4371,717,False,0.0
638,1040,719,False,0.3680373690492888
639,4436,720,False,0.5263613559678152
640,1177,721,False,0.0
641,298,722,False,0.0
642,3683,723,False,0.0609994281330418
643,160,724,False,0.2028370211348439
644,157,725,False,0.3273268353539886
645,4178,726,False,0.5303300858899106
646,1228,727,False,0.4769104832382659
647,2924,728,False,0.0880229802576984
648,1186,729,False,0.0
649,2743,729,False,0.0
650,5101,729,False,0.0
651,1694,729,False,0.0
652,83,729,False,0.0
653,3913,730,False,0.2453582460328592
654,4301,731,False,0.3900119595344697
655,2954,732,False,0.4991371865874979
656,960,733,False,0.0
657,2398,734,False,0.0
658,1758,736,False,0.0
659,1177,737,False,0.0
660,4840,739,False,0.3938927711338647
661,2249,741,False,0.0
662,3923,742,False,0.0
663,3212,743,False,0.6951816970931011
664,4400,744,True,0.404145188432738
665,1418,745,False,0.0
666,4972,746,False,0.5412080731933907
667,824,747,False,0.0
668,2202,748,False,0.4114755998989117
669,910,749,False,0.2683281572999747
670,3003,750,False,0.565752381856018
671,2770,752,True,0.1337744704635547
672,1040,753,False,0.4000988020269483
673,471,754,False,0.2837521769195829
674,1605,756,False,0.0
675,1137,757,False,0.0
676,1889,758,True,0.3544587784792833
677,1766,759,False,0.6984538909891174
678,2991,760,True,0.1186059340895138
679,1844,760,False,0.1186059340895138
680,2162,761,True,0.7559289460184545
681,2408,762,False,0.0
682,2472,763,False,0.0
683,4799,764,False,0.0
684,1977,765,False,0.0
685,2249,766,False,0.5327335463874421
686,4124,767,True,0.1110374957094848
687,3172,768,False,0.5114957546028551
688,3226,769,False,0.0
689,1428,771,False,0.385694607919935
690,3565,773,True,0.1474419561548971
691,3260,774,False,0.0
692,4095,776,False,0.0
693,4607,777,False,0.1115759247860841
694,1868,778,False,0.2719641466102106
695,1892,779,True,0.3726779962499649
696,4095,780,False,0.0
697,1524,781,False,0.0
698,786,782,True,0.6180314431495256
699,388,783,True,0.4434842969918119
700,4095,784,False,0.0
701,1597,785,False,0.0
702,2865,787,False,0.0
703,2743,788,False,0.0926310340791695
704,4922,790,True,0.114976734872549
705,2424,791,False,0.3651483716701107
706,3834,792,False,0.9615384615384616
707,271,793,False,0.0
708,1250,795,False,0.1865009616480627
709,2087,796,False,0.0940027887907684
710,1186,797,True,0.1884842587312629
711,2743,797,False,0.0
712,5101,797,False,0.0
713,1694,797,False,0.0
714,22,798,True,0.5842005842008763
715,4439,800,False,0.1407052941362896
716,2549,801,False,0.0
717,2923,803,False,0.0
718,260,804,True,0.6543303050815759
719,116,805,True,0.3180732125814321
720,276,807,True,0.9746794344808964
721,3226,809,False,0.0
722,2467,810,False,0.1518926498314485
723,1835,812,False,0.0
724,1997,813,True,0.4472135954999579
725,4516,814,False,0.0
726,1853,816,False,0.0
727,663,817,False,0.5144957554275266
728,3465,818,False,0.0
729,3749,819,True,0.1372487132993442
730,4095,820,False,0.0
731,4150,821,False,0.0
732,33,822,False,0.0
733,4565,824,False,0.0
734,2477,825,False,0.0
735,3131,826,True,0.492552054996952
736,2446,827,False,0.0
737,4274,827,False,0.0
738,2752,829,False,0.7496340570653092
739,2620,830,False,0.2969720859358213
740,4512,831,False,0.0
741,4373,832,False,0.0
742,4252,833,False,0.4811252243246881
743,1694,834,False,0.0
744,1186,834,False,0.1261786536288089
745,3701,836,False,0.1290612667136821
746,1955,838,False,0.0
747,2632,840,False,0.0
748,1657,841,False,0.0
749,4095,842,False,0.0
750,955,844,False,0.1502135232397621
751,1186,845,False,0.0
752,2743,845,False,0.0
753,5101,845,False,0.0
754,1694,845,False,0.0
755,4279,847,False,0.0
756,3305,849,False,0.6346630624175341
757,5083,850,True,0.4202488610103943
758,4165,852,False,0.0
759,1357,854,False,0.2335496832484568
760,3222,856,False,0.0
761,3777,859,False,0.0804727000448623
762,2302,860,False,0.0
763,3565,861,False,0.0
764,2543,862,False,0.0
765,1431,863,False,0.2964997266644404
766,1486,864,False,0.3807498052542948
767,3573,865,False,0.0
768,4707,866,False,0.0
769,3345,867,False,0.0
770,2376,868,False,0.0
771,3479,870,True,0.3228732015003788
772,4270,871,True,0.5459195627691725
773,2810,872,False,0.0898966781959903
774,4253,873,False,0.4242640687119285
775,4767,875,False,0.2809003238667948
776,4095,877,False,0.0
777,1040,878,False,0.0
778,4116,879,False,0.05537648972666
779,1040,880,False,0.3753259453027345
780,4479,883,True,0.4522670168666454
781,2305,884,False,0.4103049699311091
782,722,884,False,0.0
783,352,885,True,0.3676955262170047
784,4987,886,False,0.4776651472212257
785,1955,887,False,0.0
786,1040,888,False,0.3680373690492888
787,5057,889,False,0.0
788,3215,890,True,0.3605551275463989
789,189,891,True,0.1679023647128289
790,4672,892,False,0.0
791,4707,894,False,0.0
792,1650,895,False,0.0
793,963,896,True,0.3736016110400384
794,1177,897,False,0.0
795,2486,898,False,0.0
796,818,899,False,0.4588314677411235
797,1186,900,False,0.1326862231085688
798,1694,900,False,0.1326862231085688
799,536,901,False,0.0
800,82,903,False,0.0
801,4547,904,False,0.0
802,2079,905,False,0.0
803,4563,906,False,0.0
804,1891,907,True,0.6699937504303779
805,3059,908,False,0.1885618083164126
806,1445,909,False,0.0
807,118,910,True,0.2583423677472974
808,2220,912,True,0.5475856781933935
809,1868,913,False,0.0
810,3099,916,False,0.2749859704614351
811,432,917,False,0.0
812,4607,919,False,0.0
813,5108,920,False,0.2214546129433066
814,910,921,False,0.2581988897471611
815,1960,923,True,0.2782433374561009
816,3181,924,False,0.486908177607274
817,1378,925,False,0.0
818,1556,928,False,0.0
819,290,929,False,0.8315218406202999
820,798,930,True,0.1563725321890956
821,3032,932,False,0.473049916791266
822,1524,932,False,0.473049916791266
823,2079,933,False,0.0
824,4971,934,False,0.0
825,4095,935,False,0.0
826,5113,936,True,0.16691523752316
827,1785,937,False,0.227429413073671
828,2095,938,False,0.0
829,1310,940,False,0.0
830,5029,941,False,0.0
831,3381,942,False,0.1111964358757865
832,5051,947,False,0.0
833,1040,949,False,0.4691574316284183
834,1530,951,True,0.3413943709994594
835,1721,952,False,0.0
836,3689,953,True,0.1884336657203579
837,3513,954,False,0.5749661560353624
838,4798,955,False,0.0
839,672,956,True,0.1565929225005893
840,4949,958,True,0.2713723798435937
841,481,959,False,0.0
842,4725,960,False,0.3344968040028363
843,4936,961,False,0.0
844,2287,962,True,0.4402254531628119
845,4095,963,False,0.0
846,4885,964,False,0.0
847,5096,965,False,0.0
848,5046,966,False,0.0
849,4819,968,False,0.0
850,1996,969,False,0.338491168550142
851,2038,971,True,0.177275794354525
852,2651,972,True,0.3872983346207417
853,638,973,False,0.3892034043284159
854,2773,974,False,0.0
855,2589,975,False,0.0
856,948,976,True,0.4229608457163435
857,2494,977,False,0.1979131233319197
858,4393,978,False,0.0670673575460231
859,4932,979,False,0.1303270424902149
860,13,980,False,0.3277606683281533
861,1794,981,False,0.2103895814224008
862,161,982,False,0.0
863,3148,983,True,0.4681645887845223
864,2746,984,True,0.2146574157173447
865,2221,985,True,0.5602794333886091
866,201,986,False,0.4494035317638829
867,855,987,False,0.0
868,4332,989,True,0.4423258684646914
869,3002,991,True,0.7510676161988108
870,3557,993,False,0.0
871,3226,994,False,0.0
872,3337,995,False,0.4325904563487001
873,4287,996,False,0.0
874,4095,998,False,0.0
875,3923,999,False,0.0
876,3762,1000,False,0.0
877,2079,1001,False,0.2310344266945573
878,1972,1002,True,0.3645019001598288
879,907,1003,False,0.0
880,3064,1005,False,0.0
881,1630,1006,False,0.0725302753455585
882,201,1008,False,0.0
883,3226,1009,False,0.0
884,3466,1010,True,0.5781515884776753
885,4373,1011,False,0.0891202416587749
886,246,1012,False,0.0
887,629,1013,False,0.0
888,4868,1014,False,0.0
889,2541,1015,True,0.3364632924552266
890,3226,1018,False,0.0
891,4121,1019,False,0.6259807120445899
892,2016,1020,False,0.1370180512200974
893,2428,1021,False,0.0
894,4095,1022,False,0.0
895,1412,1023,True,0.3538151850686812
896,255,1024,True,0.6003651330350928
897,3459,1025,True,0.153026028349589
898,3200,1026,True,0.0749005886273138
899,3325,1027,False,0.5783517448238059
900,4095,1028,False,0.0
901,1664,1029,False,0.3636363636363636
902,1921,1030,False,0.6346630624175341
903,1850,1033,True,0.3611575592573076
904,2146,1035,False,0.5125692857821981
