D1,D2,responses
1797,239,True
432,240,False
1022,241,False
339,242,True
2305,243,False
959,244,False
4840,245,True
3567,246,False
2985,247,False
1357,248,False
3945,249,"If the records are referring to the same person (Edward Andrews), then answer is True"
751,250,False
2549,251,False
1110,252,False
4519,253,True
3708,254,False
4563,255,Answer: False
4201,256,True
2363,257,False
3256,258,Answer: False
1294,259,Answer: False
1962,260,True
2340,261,False
759,262,"If the records represent different contexts in which Clara Henry is mentioned, then the answer is False"
4602,263,"If the records refer to the same person (Henry Brandon), answer with ""True"
4373,264,False
881,265,"If the second record refers to a specific person named Frank Ray as a writer, then:"
3924,267,"The records refer to the same entity (Home Insecurity) in different contexts, so the answer is True"
4095,268,False
3228,269,False
1040,270,"If you do not have enough information to determine whether the two records refer to the same entity (Frank Zweers as a person or as an alias), then answer with False"
276,271,False
5001,272,True
3525,274,False
3732,276,"If the person Sarada Kotto is related to Yaphet Kotto (either as a family member, close friend, collaborator, etc"
5054,277,Answer: False
931,278,Answer: False
1884,279,Answer: True
4095,280,Record 3: Barack Obama politician
2022,281,Answer: False
3315,282,"If the records are referring to the same person (Lin McCarthy), then answer with True"
1571,283,False
3546,284,"If the records are referring to the same person, answer True"
3985,285,True
4547,286,False
2970,287,False
1040,288,"If the second record accurately describes a director named Frank Zweers, then the answer is True"
1626,289,False
1091,290,False
1168,292,False
4095,293,"If ""Guest in the Night"" is a specific episode or movie where Amy Aquino plays a guest role, then the answer would be False as we are only checking if both records refer to the same entity (in this case, the specific movie or episode)"
3009,294,Answer: False
182,296,"If the records refer to the same person, answer with ""True"
705,297,False
4095,298,"If ""Guest in the Night"" and ""Meeri Koutaniemi guestStars"" both refer to the same person or event, then answer with ""True"
4851,300,False
3315,301,False
2467,302,True
3743,303,Answer: False
4922,304,False
3388,305,False
4098,306,True
1640,307,Answer: True
2771,308,Answer: False
3850,310,False
5090,311,Answer: False
1421,312,False
3262,314,"record 1: A Mother's Day Surprise 2018-01-01, record 2: Damaged After promising that the chaos of her personal life was behind her, Rachel is torn when she discovers that her mother's new boyfriend is a violent domestic abuser"
2003,315,False
5039,316,True
2296,317,The task is to determine if the records refer to the same entity or not
3622,318,True
4095,319,"If ""Guest in the Night"" and ""Jacob Radis guestStars"" both refer to the same person's appearance on a show or movie, then answer with ""True"
3230,320,False
2079,321,"Record 1: Animal Pals 2016-01-01 Animation,Comedy,Family"
2373,322,False
4520,324,Answer: False
345,325,False
1186,327,False
69,328,False
274,329,False
2985,330,Example 3:
2810,331,"True, as both records refer to the same television show, ""Goodness Gracious Me"
115,332,True
1161,333,"Both records refer to the same movie release, so the answer is True"
1040,334,False
2928,335,False
706,336,False
789,337,True
3958,338,True
1735,339,Answer: True
4808,340,False
1040,342,False
3990,343,Answer:False
461,344,False
1019,345,False
4864,345,False
4883,346,"Record 1 and Record 2 are referring to the same entity (Kyle Secor), therefore the answer is True"
3179,347,False
3226,348,False
405,349,True
4776,350,Answer: True
3191,351,False
1973,351,False
2549,352,True
2305,353,False
619,354,False
4311,355,True
4811,356,True
2827,357,False
823,358,"Both records refer to the same entity (person), so answer is True"
3157,361,If the records refer to the same entity (i
985,363,False
247,364,Answer: True
2163,365,False
2479,366,False
1932,367,False
4707,368,If the person Jeri Lou James and the person Jean St
1086,369,False
1040,370,Answer: False
2745,371,Answer: False
2147,372,Answer: False
4095,374,"If the episode ""Guest in the Night"" from 1954 has a drama genre and features Alfred F"
5107,375,False
2422,376,False
4237,377,False
2498,378,Answer: False
4840,380,True
3226,381,False
305,382,False
2132,383,Answer: False
4095,384,Record 1 and Record 2 both refer to Jay Huguley as a guest
1501,385,False
3441,386,False
106,387,True
4095,388,False
2585,390,True
4598,393,False
3995,394,True
1572,395,True
4560,396,Answer: False
2721,397,"In this example, the records seem to be referring to the same person (Fred Freiberger) at different points in time"
1664,398,False
1626,399,False
2760,401,False
4095,402,"If ""Guest in the Night"" and ""Terina Drayton guestStars"" both refer to the same individual's appearance in a production, then the answer would be True"
201,403,"If the second record refers to David Moore as a director, then the answer is True"
854,404,True
1416,405,False
2165,405,"record 1: Jackie Chan 1954-01-01 actor,producer,stunts"
1040,407,False
4660,408,"In this case, the answer would be: ""True"
1759,410,False
562,411,False
2244,413,"If the person referred to as Susanna Kwan in record 1 is the same as the person referred to as Susanna Koski in record 2, answer with ""True"
1592,414,False
4095,415,False
3256,416,False
3202,417,False
4811,418,True
1464,421,False
1177,422,False
1986,423,False
3938,424,False
4402,427,False
2124,428,"Both records refer to the same entity (person), therefore the answer is True"
4613,429,True
3218,430,"The records refer to the same entity, as both record descriptions mention Erich Neureuther and his roles as a director, writer, and actor, with different dates (one being from 2020 and the other from 1932)"
96,433,False
439,434,"If the appearance of Brad Hall in the second record as a guest star is not related to his role as a writer, producer, or actor in the first record, then the answer would be False"
686,436,False
608,438,Answer: False
1705,439,False
4095,440,False
4658,442,False
615,443,False
1548,444,True
1458,445,False
2487,446,True
705,448,False
2001,449,"To determine whether the records refer to the same entity or not, we need to analyze the descriptive information provided in each record"
345,450,False
3995,451,False
1151,452,False
3546,453,True
123,455,"If the appearances of Fritz Feld as both an actor and a guest star in separate productions imply that they are referring to two different entities, then the answer is False"
1916,457,False
2199,457,False
1955,458,False
4768,459,Answer: False
4367,460,False
3698,461,"If the records represent different instances of David Schurmann, then the answer would be False"
1868,462,Answer: False
4965,463,Answer: False
1040,464,False
2124,466,The answer is: True
3844,467,False
4292,468,"The records seem to be referring to the same person as both have ""Peter Sauder"" listed"
180,469,Answer: True
747,470,False
1251,471,True
405,473,True
4688,475,If the roles of producer and director are interchangeable in this context (i
432,477,False
1277,479,Answer: True
4660,480,False
1349,481,False
4125,482,False
4095,483,False
2426,484,"If the records refer to the same entity (Shaquille O'Neal), then the answer is True"
1064,485,False
1797,486,True
1040,487,False
3454,488,"If Carla Romanelli and Carla Jeffery are two different people, then the answer is False"
4165,489,False
1059,491,False
1457,491,False
4095,492,"If ""Guest in the Night"" and ""Kay Riehl guestStars"" both refer to the same person or event, then answer with True"
3253,493,False
4368,494,"If the records refer to the same person, answer with ""True"
2745,495,False
2373,496,False
1040,497,False
3438,499,False
2630,499,False
2227,499,False
2549,501,False
298,502,Answer: True
3102,504,False
1756,505,False
4095,507,"The records refer to different entities if ""Ted Ludzik guestStars"" is included in record 2 as it suggests that the second record is about a specific episode of a TV show featuring Ted Ludzik as a guest star, while the first record appears to be a general title for a movie or TV show"
1551,509,False
1186,510,False
2743,510,False
5101,510,False
1694,510,False
4202,511,Answer: True
2477,513,False
1040,514,False
4095,515,"If ""Guest in the Night"" (1954) is a dramatic work and ""Bret Loehr guestStars"" refers to an actor's appearance in another dramatic work, then the answer would be False, as they appear to be referring to different entities"
3837,516,False
1694,517,False
1868,518,False
4600,519,True
1501,520,False
2352,521,"If Eloise Hardt and Phoebe Neidhardt are two different people, then the answer is False"
3415,523,True
1616,524,False
2031,525,False
4165,526,False
522,527,True
4991,528,Answer: True
1601,529,"If the records represent two different instances of Robert Bockstael, where in one instance he is listed as an actor, director, and writer, and in the other instance he is listed as a guest star, then the answer would be False"
1821,530,The answer is: False
676,532,False
4373,533,False
3444,534,True
1336,535,False
4441,536,"If the records are referring to the same person, answer with ""True"
2980,537,True
4842,538,False
66,539,False
2079,540,False
1089,541,False
481,542,False
614,543,False
392,544,False
3546,545,"If the records are referring to the same person, then the answer is True"
1509,546,"If the records are referring to the same person, you should answer ""True"
3226,547,"If the actors appearing in both records are portraying different characters, then the answer is False"
676,548,False
1583,549,False
3076,550,False
4838,551,"If the records refer to the same person (Marlene Willis), then the answer is True"
3598,553,If the two records are referring to the same person (i
1223,554,True
4095,555,"If the character ""Kay Tremblay"" is playing a significant role in both productions (such as the lead role), then the answer would be True, indicating that both records are referring to the same entity (in this case, the movie and the actress who appears in it)"
4311,556,"record 1: George Orwell Animal Farm 1945 novel, novelists"
4036,557,False
968,558,False
1404,559,False
1420,560,True
4095,562,"If ""Guest in the Night"" and ""Tia Carrere guestStars"" refer to the same person, then the answer is True"
1750,563,False
3121,564,True
4598,566,False
1040,569,False
2125,570,"If the records are referring to the same entity (Gena Rowlands), then answer is True"
4395,571,False
2202,572,False
4095,573,"If ""Guest in the Night"" and ""Oh Yeon-ah guestStars"
5056,574,Answer: True
13,575,False
3044,576,False
1040,576,False
1006,577,"If the records are referring to the same person, answer with ""True"
4095,578,"If ""Guest in the Night"" and ""Iris Bahr guestStars"" refer to the same individual's appearance in different productions, answer with True"
1986,579,False
1634,580,False
1694,581,False
1571,582,False
3748,583,Answer: False
1019,584,False
4864,584,"If the person Joanne Davis is an actor in her own right and not just a guest star in other productions, then:"
4938,585,False
1139,586,False
737,587,Answer: False
4849,588,False
3197,589,"If the records are referring to the same person, then the answer is True"
3226,590,False
3041,591,False
3525,592,True
4002,593,Answer: False
2773,595,"If Rachel Ames and Rachel Jane Sacrey are two different individuals, then the answer is False"
4583,596,False
4257,597,False
4165,599,False
4095,600,False
3142,601,True
2244,602,"If the two records are referring to the same person, you should answer ""True"
2079,603,False
734,604,False
3093,606,False
3560,607,True
3609,608,False
481,612,Answer: False
494,613,True
3643,614,True
4788,615,False
278,616,False
3529,619,False
2036,620,False
1955,621,False
4260,622,False
4095,624,"If ""Guest in the Night"" and ""Shari Elliker guestStars"" are referring to the same person, then answer with ""True"
2837,625,True
2752,626,False
2009,627,False
2504,628,True
4239,629,False
562,630,False
345,631,"record 1: The Truman Show 1998-06-05 Drama,Mystery,Thriller"
1121,632,False
2270,633,"If Emma Kennedy and Emma Knyckare are the same person, answer True"
4395,634,False
3193,635,Example 3: 
3009,636,True
3099,638,False
4146,639,Answer: False
4135,639,False
5054,639,False
4184,640,False
4864,641,False
1019,641,False
570,642,"If the individuals named Eric Polich and Eric Londa are two different people, then the answer is False"
3217,643,"If ""Irene Tedrow"" is a variant or alternate name for ""Irene Ziegler,"" then the answer would be ""True"
1459,647,If the records refer to the same entity (i
3873,648,False
4725,651,False
788,652,False
4095,654,"If ""Guest in the Night"" and ""Tony Todd guestStars"" refer to the same entity (i"
437,655,False
2083,656,False
1626,657,Answer: False
3597,658,"Both records refer to the same movie, therefore the answer is True"
1460,659,False
4546,660,False
2866,661,False
4095,662,"If ""Guest in the Night"" and ""Amy Grabow guestStars"" refer to different entities, then answer with False"
1685,663,False
4095,666,"If ""Guest in the Night"" is a specific episode or production featuring Virpi Suutari as a guest star, then True"
4095,667,False
1493,669,False
3023,670,False
1228,671,True
3958,673,"If Sally Wainwright and Niki Schwartz-Wright are the same person, then answer with ""True"
2606,675,True
4449,676,False
1022,676,False
4143,677,False
1501,678,False
212,679,False
3730,680,True
1869,681,False
3939,685,False
2766,687,True
683,688,Answer: False
1357,690,False
1040,692,False
3893,693,"The records refer to the same entity (Over My Dead Body), but the description of record 2 also mentions Nero Wolfe's daughter, which could indicate that she is not the same entity as the movie Over My Dead Body: Part 2"
4373,695,False
505,696,False
3082,697,Answer: False
1305,698,"To answer whether ""Every Mother's Son"" in record 1 and record 2 refer to the same entity, we need to determine if they are describing the same event or case"
4095,699,"If ""Guest in the Night"" and ""Tom Booker guestStars"" both refer to the same person or event, then answer with True"
3901,700,False
4095,701,False
4095,702,False
4095,703,"If ""Guest in the Night"" and ""Dave Trovato guestStars"" refer to the same person, answer with ""True"
1040,704,False
4757,705,"If ""Saigon Rose"" in record 1 refers to the same movie as ""Will Pinson Rose"" in record 2 and both records are referring to the same entity, then answer is True"
4095,706,"If ""Guest in the Night"" is a specific episode of a TV show or movie featuring actor Damian Briscoe as a guest star, then the answer would be False, since in that case, the records are referring to different entities (the entire episodes versus just a guest appearance)"
3226,707,"If ""Not in Our Stars"" refers to a specific entity, such as a movie or TV show, and ""Jarboe guestStars"" is referring to the same entity, then the answer would be True"
1657,708,False
4386,710,Answer: False
2893,711,True
590,713,"If the records refer to the same person (actress and guest star), answer is True"
4143,714,False
1730,715,False
345,716,"record 1: National Geographic Explorer 2007-01-01 Documentary, Science, Nature, Adventure, Travel"
4371,717,False
1040,719,False
4436,720,True
1177,721,False
298,722,False
3683,723,False
160,724,False
157,725,"If the two records are referring to the same person (Bob Einstein), then the answer is True"
4178,726,"If the events described in both records refer to the same instance of ""Act of Piracy"", then the answer is True"
1228,727,False
2924,728,Example 3:
1186,729,False
2743,729,False
5101,729,False
1694,729,False
83,729,False
3913,730,False
4301,731,"Record 1 and Record 2 both refer to Betsy von Furstenberg, but in different contexts"
2954,732,Record 1 and Record 2 both refer to the same entity (Gene Levitt)
960,733,Answer: False
2398,734,False
1758,736,False
1177,737,"record 3: The Grand Budapest Hotel 2014-03-07 Adventure,Comedy,Crime"
4840,739,True
2249,741,False
3923,742,False
3212,743,False
4400,744,"If the records are referring to the same person, answer True"
1418,745,False
4972,746,False
824,747,False
2202,748,False
910,749,False
3003,750,False
2770,752,Answer: False
1040,753,False
471,754,False
1605,756,False
1137,757,False
1889,758,Answer: False
1766,759,True
2991,760,Answer: True
1844,760,Answer: True
2162,761,True
2408,762,False
2472,763,Answer: False
4799,764,False
1977,765,Example 3:
2249,766,"If the records are referring to the same person, who goes by the name Timothy Hutton and has worked as an actor, producer, and director, then the answer is True"
4124,767,Answer: False
3172,768,True
3226,769,"If the actors mentioned in both records refer to the same person, then the answer is True"
1428,771,False
3565,773,False
3260,774,False
4095,776,False
4607,777,False
1868,778,False
1892,779,"If the records refer to the same person, then the answer is True"
4095,780,"In this example, both records are describing different aspects of the same entity (the movie ""Guest in the Night"")"
1524,781,False
786,782,True
388,783,"If the records refer to the same person (actress and guest star), then the answer is True"
4095,784,"If ""Guest in the Night"" and ""Owen Harn guestStars"" are referring to the same person, then answer with ""True"
1597,785,False
2865,787,Your answer is: True
2743,788,Answer: False
4922,790,Answer: False
2424,791,False
3834,792,True
271,793,False
1250,795,False
2087,796,Answer: False
1186,797,False
2743,797,False
5101,797,False
1694,797,False
22,798,True
4439,800,False
2549,801,False
2923,803,False
260,804,False
116,805,"If they refer to the same person (actress and guest star), then answer is True"
276,807,True
3226,809,"If ""Not in Our Stars"" refers to a specific production or work, and ""Moyna MacGill guestStars"" describes an episode or cast member of that production, then the answer is:"
2467,810,False
1835,812,False
1997,813,"record 3: Neil Young & Crazy Horse 1975 Rock band, album, record 4: Crazy Horse (band) American rock band, record 5: The Squakers (band) American blues rock band, record 6: Danny Whitten (musician) American musician"
4516,814,False
1853,816,False
663,817,"Record 1 and Record 2 refer to the same entity (Steve Buscemi), therefore the answer is True"
3465,818,False
3749,819,Answer: False
4095,820,"If ""Guest in the Night"" refers to a specific episode of a TV show or play, and ""Ami Brabson guestStars"" also refers to a specific episode or role played by Ami Brabson, then the answer would depend on whether the episodes are the same"
4150,821,False
33,822,False
4565,824,False
2477,825,False
3131,826,Answer: True
2446,827,"For the second example, the records refer to different entities as they describe two separate events or stories"
4274,827,Answer: False
2752,829,True
2620,830,False
4512,831,"If the person Penny Santon and the person Penny Bunton are the same individual, then the answer is True"
4373,832,False
4252,833,Answer: False
1694,834,Answer: False
1186,834,Answer: False
3701,836,Answer: False
1955,838,False
2632,840,False
1657,841,False
4095,842,"If ""Guest in the Night"" and ""Jeromy Ramos guestStars"" refer to the same episode or play, then the answer is True"
955,844,Example 3: 
1186,845,False
2743,845,False
5101,845,False
1694,845,False
4279,847,False
3305,849,True
5083,850,"If the records refer to the same entity (Geoffrey Horne), answer with ""True"
4165,852,Answer: False
1357,854,False
3222,856,False
3777,859,False
2302,860,"For the given examples, the answer to your entity resolution task is:"
3565,861,False
2543,862,False
1431,863,False
1486,864,Answer: False
3573,865,False
4707,866,"If the records refer to the same person, you should answer ""True"
3345,867,Answer: False
2376,868,"If they are referring to the same person, then answer: True"
3479,870,"If the records refer to the same person (Paul Comi), answer with ""True"
4270,871,True
2810,872,False
4253,873,False
4767,875,False
4095,877,"If ""Guest in the Night"" is a movie or TV show and ""Kyle Gass guestStars"" refers to a specific person appearing as a guest in that production, then the answer would be False"
1040,878,False
4116,879,False
1040,880,False
4479,883,"If the roles of ""writer"" and ""guestStar"" are equivalent in terms of referring to the same person, then:"
2305,884,False
722,884,False
352,885,"If the records represent different instances of Nico Minardos, such as his roles as an actor in a production and his appearance as a guest star in another show, then the answer is False"
4987,886,True
1955,887,Answer: False
1040,888,False
5057,889,"If they refer to the same person, answer with ""True"
3215,890,"If the roles of Peter Whitney in both records refer to the same person, then the answer is True"
189,891,"To determine whether ""Kiss Tomorrow Goodbye"" in two different records refers to the same entity or not, we need to analyze the context provided"
4672,892,Answer: False
4707,894,"If the records refer to the same person, answer True"
1650,895,Answer: False
963,896,"If the records represent two different instances of the same person, you should answer ""True"
1177,897,False
2486,898,False
818,899,False
1186,900,False
1694,900,Answer: False
536,901,False
82,903,False
4547,904,False
2079,905,False
4563,906,False
1891,907,True
3059,908,False
1445,909,False
118,910,True
2220,912,True
1868,913,False
3099,916,False
432,917,"If the records refer to two different individuals named John Shook and John Epps who have both appeared as guest stars in separate shows, then the answer is False"
4607,919,Answer: False
5108,920,False
910,921,False
1960,923,"To determine whether the records refer to the same entity (Liliane Montevecchi), you need to check if they are referring to the same person at different times"
3181,924,"The records refer to the same entity, therefore answer is: True"
1378,925,"If ""The Glass Cage"" is a specific production or episode of a TV show or movie, and ""Ned Glass guestStars"" refers to the appearance of an actor named Ned Glass in another production, then the answer would be False, as they are referring to different entities"
1556,928,False
290,929,True
798,930,Answer: False
3032,932,False
1524,932,False
2079,933,False
4971,934,False
4095,935,"If ""Guest in the Night"" and ""Joe Morton guestStars"" refer to the same person, answer with True"
5113,936,True
1785,937,False
2095,938,False
1310,940,False
5029,941,"If the records are referring to two different crimes and victims, the answer would be False"
3381,942,"For the given examples, "
5051,947,False
1040,949,False
1530,951,"If the roles of ""actress"" and ""guestStar"" indicate distinct entities in this context, then the answer would be False"
1721,952,False
3689,953,False
3513,954,True
4798,955,False
672,956,Answer: False
4949,958,Answer: True
481,959,Answer: False
4725,960,False
4936,961,False
2287,962,"If the records are referring to the same person (George Macready), then answer with ""True"
4095,963,"If ""Guest in the Night"" and ""Josh Pais guestStars"" refer to the same person or event, answer with ""True"
4885,964,False
5096,965,False
5046,966,Answer: False
4819,968,"If Kathryn Card and Kathryn Klvana are the same person, answer with ""True"
1996,969,"If the records refer to the same person, i"
2038,971,Answer: False
2651,972,"If the records are referring to the same person, then the answer is True"
638,973,"If Frank McDonald and Stuart McDonald are the same person, answer True"
2773,974,"If Rachel Ames and Rachel Nash are referring to the same person, then the answer is True"
2589,975,False
948,976,If the records are referring to the same entity (i
2494,977,"Answer: The records refer to the same entity, which is the movie titled ""Wandering Bear"""
4393,978,Answer: False
4932,979,Answer: False
13,980,False
1794,981,"If we interpret the task as determining whether James Douglas and Illeana Douglas are the same person, then:"
161,982,False
3148,983,True
2746,984,Answer: False
2221,985,Answer: True
201,986,Answer: False
855,987,False
4332,989,"If the records are referring to the same person, answer ""True"
3002,991,True
3557,993,"If Jean Gillespie and Jean Willes are the same person, answer ""True"
3226,994,"If the episode ""Not in Our Stars"" from 1961 and the guest star appearance of Ann Westin are being compared, the answer is False"
3337,995,False
4287,996,"If the two records refer to the same person, then the answer is True"
4095,998,False
3923,999,False
3762,1000,False
2079,1001,False
1972,1002,"If the records represent two different instances where Saul Rubinek is either an actor, soundtrack contributor, director or a guest star in some production, then the answer would be False"
907,1003,"record 1: Michael Jackson Thriller dancer, record 2: Michael Jackson Thriller dancer (impersonator)"
3064,1005,False
1630,1006,"record 1: The End of the Week (1956) is about a dramatic event, while record 2: Episode 14 (2009) is about two individuals, Jandi and Junpyo, in a romantic relationship that comes to an end"
201,1008,False
3226,1009,False
3466,1010,True
4373,1011,False
246,1012,"If the appearances of Diane Baker in both records refer to the same instance of her, then the answer is True"
629,1013,False
4868,1014,False
2541,1015,Your task is to determine if the two records refer to the same entity (Julie London) or not
3226,1018,"If the actors mentioned in both records are the same person, then the answer is True"
4121,1019,True
2016,1020,False
2428,1021,False
4095,1022,"If ""Guest in the Night"" and ""Rusty Clauss guestStars"" both refer to the same event or production, then the answer is True"
1412,1023,"record 1: Lola Albright 2017-01-01 actor,born 1924-01-01"
255,1024,True
3459,1025,Example 3: 
3200,1026,False
3325,1027,True
4095,1028,"If ""Guest in the Night"" and ""Oni Faida Lampley guestStars"" are describing the same episode of a TV show, then the answer is True"
1664,1029,False
1921,1030,True
1850,1033,"If the records represent different instances of Craig Anton (one as a main role and the other as a guest appearance), then answer is False"
2146,1035,True
1177,1036,False
2889,1037,False
2110,1038,Answer: False
25,1039,False
2510,1040,True
1828,1041,True
4095,1042,"If ""Guest in the Night"" refers to a specific character or individual portrayed by Shawn Hatosy in a different production, then False; otherwise, True"
4324,1043,"record 1: The Anonymous Donor (2007-01-01, Comedy)"
3871,1044,"If the two records refer to the same person (Robert Douglas), then answer with ""True"
1759,1045,False
2327,1046,False
3609,1048,False
2983,1049,False
2669,1050,Answer: False
3784,1051,False
175,1052,False
4095,1053,False
1140,1054,False
193,1055,Answer: False
3856,1056,False
4130,1057,"False, as The Search for Robert Herrick and Farewell Planet Phantom refer to different entities"
424,1058,"If the records refer to the same person, then the answer is True"
3857,1060,Answer: False
1257,1061,False
4095,1063,Answer: False
3802,1065,False
5097,1068,False
1818,1070,False
4637,1071,True
2752,1073,True
3037,1074,Example 3: 
1357,1075,False
1463,1076,False
1619,1077,"record 3: Alexander Calder sculptor,artist 1964-07-25 1895-07-22 Answer with True"
3908,1078,True
4793,1081,True
3229,1082,False
505,1083,False
3173,1085,"If the role of Emma Molin in record 1 is that of an actress and record 2 is also referring to her as a guest star, then the answer would be True"
2632,1086,"If the second record is referring to another writer named Sue Sire, then your answer should be ""True"
2631,1087,False
4109,1088,"If the two records are for the same person, then the answer is True"
42,1090,Answer: False
3226,1091,False
4095,1097,"Your input is: record 1: Guest in the Night 1954-01-01 Drama, record 2: Heikki Patomäki guestStars"
4095,1098,False
1986,1099,False
276,1100,"If the records are referring to the same person, then the answer is True"
1204,1101,False
3096,1102,record 1: Tales from the Cryptkeeper (animation series)
3492,1103,Answer: False
4356,1104,Answer: False
3993,1105,"To determine whether the two records refer to the same entity or not, we need to analyze the information provided"
1968,1106,False
