D1,D2,responses,s-weight,weight
80,1102,False,0.0,0.01
80,1721,False,0.0,0.01
80,7785,False,0.0,0.01
80,302,True,0.6855744123458862,0.01
83,232,False,0.5617498755455017,0.01
83,907,True,0.7230175733566284,0.01
83,1929,False,0.6710970997810364,0.01
87,3519,False,0.5480287671089172,0.01
89,7772,False,0.0,0.01
89,3912,True,0.7188537120819092,0.01
91,7213,False,0.5007791519165039,0.01
93,5723,False,0.459122896194458,0.01
93,5922,False,0.3479010760784149,0.01
93,6893,False,0.0,0.01
93,5097,True,0.7418186664581299,0.01
94,7020,True,0.9795855283737184,0.03
94,777,False,0.5445412397384644,0.01
96,6555,True,0.940603256225586,0.01
97,976,False,0.6201176643371582,0.01
97,5652,True,0.789703369140625,0.01
98,7364,False,0.6684740781784058,0.01
98,6358,False,0.6643238067626953,0.01
105,1208,True,0.8233609199523926,0.01
109,1125,False,0.9746447801589966,0.01
111,5167,False,0.8883748054504395,0.01
114,183,True,0.8569326996803284,0.01
115,5954,False,0.0,0.01
117,6739,True,0.8018090724945068,0.01
118,244,True,0.9825891256332396,0.01
122,449,False,0.5567276477813721,0.01
122,1390,True,0.978995442390442,0.01
125,2776,False,0.4461120069026947,0.01
125,1712,False,0.6773790121078491,0.01
125,1523,False,0.6766955852508545,0.01
125,2005,False,0.4616151452064514,0.01
128,3285,True,0.9744560718536376,0.01
132,5607,True,0.0,0.01
137,7487,False,0.0,0.04
140,1811,False,0.4249169826507568,0.01
141,1976,False,0.4980166554450989,0.01
141,2231,False,0.6325341463088989,0.01
141,421,False,0.5042406916618347,0.01
148,1246,True,0.9920374155044556,0.01
148,128,False,0.4564698934555053,0.01
150,6506,True,0.8467485904693604,0.01
150,4967,False,0.8519512414932251,0.01
152,5107,False,0.4762493968009949,0.01
153,6701,False,0.5438441634178162,0.01
153,1285,False,0.7439571022987366,0.01
154,2903,False,0.6534614562988281,0.01
157,5736,False,0.0,0.01
157,569,False,0.7795290946960449,0.01
160,3668,False,0.472796082496643,0.01
160,6317,False,0.4872413873672485,0.01
160,3736,False,0.4833135604858398,0.01
161,7602,False,0.6638870239257812,0.01
162,5550,False,0.0,0.02
162,7223,True,0.0,0.02
164,165,True,0.9765419363975524,0.01
164,2017,False,0.0,0.01
166,5561,True,0.5788651704788208,0.01
166,7131,False,0.3957610130310058,0.01
167,2911,True,0.498639315366745,0.01
167,4495,False,0.0,0.01
168,5779,False,0.0,0.01
168,5013,False,0.521962583065033,0.01
168,5839,False,0.4868820011615753,0.01
169,2788,True,0.6798096299171448,0.01
169,4597,False,0.7223024368286133,0.01
169,2270,False,0.7361161708831787,0.01
169,7414,False,0.6553307175636292,0.01
169,6130,False,0.7063204050064087,0.01
170,123,True,0.7553098201751709,0.01
170,576,True,0.6787576079368591,0.01
176,7297,False,0.691648542881012,0.01
176,978,False,0.4955045580863952,0.01
176,1968,False,0.6389488577842712,0.01
176,7070,False,0.0,0.01
176,1411,True,0.9999997615814208,0.02
181,1985,False,0.6150592565536499,0.01
181,0,True,1.000000238418579,0.01
181,5542,False,0.0,0.01
181,4694,False,0.0,0.01
182,1100,False,0.6700600385665894,0.01
182,5571,False,0.0,0.01
182,807,False,0.799677848815918,0.01
183,7415,True,0.735289454460144,0.01
184,1798,False,0.6823151111602783,0.01
186,5365,False,0.6561152935028076,0.01
186,6753,False,0.5205318927764893,0.01
188,4892,False,0.6408175230026245,0.01
191,5115,True,0.6627523303031921,0.01
192,4807,False,0.0,0.01
193,2658,False,0.5314279198646545,0.01
198,3896,False,0.5266804099082947,0.01
198,5963,True,0.8368011713027954,0.01
202,3942,False,0.6497281789779663,0.01
204,4105,False,0.8162851333618164,0.01
208,603,False,0.0,0.01
214,2585,False,0.3853421509265899,0.01
214,768,False,0.6447209715843201,0.01
214,3483,False,0.4230484068393707,0.01
215,5775,True,0.9623364210128784,0.01
218,1100,False,0.4653661847114563,0.01
218,5571,False,0.0,0.01
218,807,False,0.5220481753349304,0.01
219,6607,False,0.4139787554740906,0.01
219,1271,False,0.0,0.01
219,898,False,0.4569563269615173,0.01
221,3285,False,0.0,0.01
223,4929,False,0.0,0.01
223,1476,True,0.983572483062744,0.01
223,5618,False,0.4715970456600189,0.01
224,2002,True,0.9773067831993104,0.01
228,4242,False,0.846056342124939,0.01
228,66,False,0.9944652915000916,0.01
228,1647,False,0.0,0.01
231,7185,False,0.6480902433395386,0.01
231,832,False,0.0,0.01
231,5237,False,0.7448182106018066,0.01
232,7580,False,0.0,0.01
232,314,False,0.8248865008354187,0.01
234,376,False,0.0,0.01
236,3699,True,0.988991916179657,0.01
240,720,False,0.487248420715332,0.01
241,713,False,0.7282839417457581,0.01
242,4794,False,0.0,0.01
245,22,False,0.0,0.01
245,1243,False,0.0,0.01
246,7471,False,0.0,0.01
246,6335,False,0.0,0.01
248,1905,False,0.0,0.01
248,3407,True,0.9851621389389038,0.01
252,4542,False,0.478653073310852,0.01
252,2963,False,0.4942210912704468,0.01
253,3582,True,0.981998085975647,0.01
253,3590,False,0.0,0.01
255,5422,True,0.9790948629379272,0.01
255,7564,False,0.0,0.01
258,3304,True,0.9841678142547609,0.01
261,2741,False,0.956795573234558,0.01
262,3896,False,0.4477042555809021,0.01
262,5963,False,0.5126850008964539,0.01
264,7491,True,0.7041494846343994,0.01
264,3384,False,0.6260481476783752,0.01
267,85,False,0.6451964974403381,0.01
267,3,False,0.616207480430603,0.01
267,524,False,0.6849673390388489,0.01
271,5517,False,0.0,0.01
274,3709,False,0.6351826190948486,0.01
274,6515,True,0.9608086347579956,0.01
279,134,False,0.0,0.01
279,3890,False,0.0,0.01
279,427,False,0.6519550085067749,0.01
279,5445,False,0.4538190960884094,0.01
281,1424,True,0.9776155948638916,0.01
285,1386,False,0.8004024028778076,0.01
285,3104,False,0.5094583034515381,0.01
285,7469,False,0.5746405124664307,0.01
285,6291,True,0.9849624633789062,0.01
286,999,False,0.6211498975753784,0.01
286,5261,False,0.9647397994995116,0.01
286,6401,False,0.6988061666488647,0.01
287,619,False,0.4278400540351867,0.01
287,2650,False,0.4682265222072601,0.01
291,2651,False,0.517417848110199,0.01
291,5175,False,0.6112343668937683,0.01
291,6470,False,0.5487486720085144,0.01
293,7513,False,0.5642926692962646,0.01
293,5148,True,0.965416669845581,0.01
293,5206,False,0.4880001246929168,0.01
300,2247,True,0.9929219484329224,0.01
301,117,True,0.9885168075561525,0.02
307,6845,False,0.3256558179855346,0.01
307,3319,True,0.975272297859192,0.01
307,436,False,0.6340058445930481,0.01
308,999,True,0.9758296012878418,0.01
308,5261,False,0.6397744417190552,0.01
308,6401,True,0.7082066535949707,0.01
309,859,True,0.6404247283935547,0.01
310,4603,False,0.0,0.01
310,5671,False,0.4551298320293426,0.01
311,3980,False,0.7263981103897095,0.01
311,6148,True,0.9802261590957642,0.01
313,1508,True,0.9931992292404176,0.01
316,6093,True,0.985528826713562,0.01
316,7448,False,0.0,0.01
324,3631,False,0.6875131726264954,0.01
328,6581,True,0.9550883173942566,0.01
328,5778,False,0.6151434779167175,0.01
329,1812,True,0.8659110069274902,0.01
332,1870,True,0.9883813858032228,0.01
332,3713,False,0.6064768433570862,0.01
332,6537,False,0.0,0.01
335,7281,False,0.0,0.01
337,7135,False,0.0,0.01
337,1276,False,0.0,0.01
340,5256,False,0.657423734664917,0.12
340,7610,False,0.6850746870040894,0.01
340,6525,True,0.9836218357086182,0.03
340,1049,False,0.5454923510551453,0.01
343,7268,True,0.9608379602432252,0.01
344,2833,True,0.9857032299041748,0.01
345,4420,True,0.8381896018981934,0.01
346,6022,False,0.6098791360855103,0.01
346,7627,True,0.9586013555526732,0.01
346,4791,False,0.5448225736618042,0.19
346,2969,False,0.6489242911338806,0.01
346,4488,False,0.6559189558029175,0.01
351,1787,True,1.0,0.01
353,176,False,0.0,0.01
353,1968,False,0.0,0.01
354,7680,False,0.7721450924873352,0.01
354,1153,True,0.980221390724182,0.01
354,4433,False,0.750636875629425,0.01
354,5574,False,0.7496652603149414,0.01
355,3208,False,0.0,0.01
358,4438,True,0.985102117061615,0.01
362,4555,True,0.9929099082946776,0.01
368,2323,False,0.0,0.01
368,1834,False,0.0,0.01
368,4025,True,0.8441655039787292,0.01
368,693,False,0.5102355480194092,0.01
371,6127,True,0.8492377996444702,0.01
371,2545,False,0.7505583763122559,0.01
374,7090,True,0.9640108942985536,0.02
374,7419,False,0.6457562446594238,0.19
377,1046,True,0.0,0.01
378,1990,True,0.9841063022613524,0.01
378,7373,False,0.0,0.01
378,2220,False,0.0,0.01
378,6030,False,0.0,0.01
379,4534,False,0.0,0.01
384,5002,True,0.7931196689605713,0.01
385,3808,False,0.6713466644287109,0.01
385,1264,False,0.6153042912483215,0.01
387,7552,False,0.0,0.01
389,2776,False,0.0,0.01
389,1712,False,0.0,0.01
389,1523,False,0.0,0.01
389,2005,False,0.0,0.01
391,401,False,0.728325366973877,0.01
391,697,True,0.9801259636878968,0.01
391,3087,False,0.6581399440765381,0.01
393,3178,False,0.4270882606506347,0.01
398,2443,True,0.9790414571762084,0.01
402,3646,False,0.453789472579956,0.01
402,3492,False,0.4741020500659942,0.01
402,5658,False,0.4100708961486816,0.01
402,4927,False,0.3996986150741577,0.01
403,2069,False,0.5235685110092163,0.01
404,1326,False,0.6504367589950562,0.15
404,4023,True,0.988606333732605,0.01
404,5556,False,0.7801294326782227,0.04
407,2240,False,0.0,0.01
407,3809,False,0.0,0.01
407,367,True,0.7719436883926392,0.01
407,7440,False,0.0,0.01
415,5648,True,0.4204887747764587,0.01
416,6911,False,0.0,0.01
416,2977,False,0.0,0.01
418,3918,False,0.0,0.01
420,349,True,0.7728269696235657,0.01
420,473,False,0.726338267326355,0.01
421,7562,False,0.7719002962112427,0.01
423,1683,False,0.0,0.01
423,2349,True,0.9679017066955566,0.01
429,5508,True,0.8000242710113525,0.01
431,17,False,0.4417978525161743,0.01
431,356,False,0.4607105255126953,0.01
431,2668,False,0.4603157341480255,0.01
431,418,False,0.4740480780601501,0.01
432,5609,True,0.8201158046722412,0.01
434,2683,False,0.0,0.01
437,63,False,0.6237071752548218,0.01
437,32,False,0.6338335275650024,0.01
437,7149,False,0.0,0.01
437,2423,True,0.9853219985961914,0.01
439,3592,False,0.5815072059631348,0.01
439,7032,False,0.6290886402130127,0.01
439,5929,True,0.9952207207679749,0.01
439,5475,False,0.5683197975158691,0.01
440,4934,False,0.7194650173187256,0.01
441,6479,True,0.0,0.01
443,5517,False,0.0,0.01
445,5485,True,0.9349632263183594,0.01
445,800,False,0.0,0.01
445,7041,False,0.9348301887512208,0.01
446,7033,False,0.6875030994415283,0.01
447,7437,False,0.0,0.01
447,1142,False,0.0,0.01
451,2527,False,0.4801588654518127,0.01
451,2800,False,0.4568983912467956,0.01
452,933,False,0.0,0.01
453,5193,True,0.9914193153381348,0.01
454,5641,True,0.9682399034500122,0.01
455,840,False,0.6521314382553101,0.01
459,3563,False,0.7371112704277039,0.01
459,1383,False,0.6837957501411438,0.01
463,1241,True,0.8261168003082275,0.01
464,6251,True,0.6403387784957886,0.01
465,942,False,0.0,0.01
466,44,False,0.6156207919120789,0.01
467,6708,False,0.4943947792053222,0.01
468,364,True,0.97621089220047,0.01
470,4559,False,0.5970790982246399,0.01
470,5331,False,0.6364058256149292,0.01
473,4838,False,0.4595797657966614,0.01
473,439,False,0.0,0.01
473,34,False,0.0,0.01
473,2065,False,0.7068070769309998,0.01
475,7651,False,0.6263989210128784,0.01
475,7399,False,0.0,0.01
475,5271,True,0.9746952652931212,0.01
476,2918,False,0.0,0.01
478,2798,True,0.9831068515777588,0.01
478,449,False,0.0,0.01
478,544,False,0.0,0.01
481,3015,False,0.0,0.01
481,2566,False,0.0,0.01
481,4109,False,0.0,0.01
483,3137,False,0.9485665559768676,0.01
486,2162,False,0.0,0.01
486,7120,False,0.47776859998703,0.01
490,311,False,0.0,0.01
493,1316,False,0.0,0.01
493,3744,False,0.0,0.01
493,3424,False,0.0,0.02
495,3542,False,0.0,0.01
496,5182,True,0.9568375945091248,0.01
499,7547,False,0.0,0.01
499,7551,False,0.0,0.01
502,5382,True,0.4731855392456054,0.01
502,793,False,0.5812739133834839,0.01
506,7531,False,0.0,0.01
506,7738,False,0.0,0.01
506,1836,True,0.9842416048049928,0.01
510,3048,False,0.0,0.01
514,6681,False,0.5362906455993652,0.01
514,4940,False,0.8254590034484863,0.01
516,6532,True,0.98803049325943,0.01
516,906,False,0.0,0.01
518,867,True,0.9907580614089966,0.01
521,5333,True,0.8516078591346741,0.01
523,4055,False,0.5932324528694153,0.01
525,7511,False,0.987345278263092,0.01
527,4898,False,0.0,0.01
528,6186,False,0.9425798058509828,0.01
530,2573,True,0.9762426614761353,0.01
530,2329,False,0.0,0.01
536,5638,False,0.5005466938018799,0.01
536,4456,False,0.7066172361373901,0.01
536,137,False,0.7402101159095764,0.01
537,5530,False,0.0,0.01
538,5785,True,0.9793070554733276,0.01
540,2084,True,0.7655265927314758,0.01
541,2613,False,0.5653929114341736,0.01
541,1600,False,0.5936698913574219,0.01
546,6053,False,0.0,0.01
547,5342,True,0.849969744682312,0.01
547,3812,True,0.9750909805297852,0.01
547,3016,False,0.6663129329681396,0.01
554,4672,True,0.9840688705444336,0.01
554,106,False,0.5086086988449097,0.01
555,5083,False,0.7493668794631958,0.01
555,7703,False,0.6991579532623291,0.01
560,333,False,0.9564043283462524,0.01
561,4060,False,0.6552461981773376,0.01
561,6044,False,0.6650830507278442,0.01
561,2512,False,0.6432600617408752,0.01
562,231,True,0.883817195892334,0.01
562,6710,False,0.5607173442840576,0.01
563,4579,True,0.97313392162323,0.01
564,3148,False,0.0,0.01
564,6750,True,0.984389066696167,0.01
565,6443,False,0.3196493685245514,0.01
565,2353,True,0.9595334529876708,0.01
565,3532,False,0.3275522887706756,0.01
566,2067,False,0.0,0.01
566,6274,False,0.0,0.01
566,1993,False,0.4627936482429504,0.01
566,6982,False,0.0,0.01
568,199,False,0.0,0.01
572,393,True,0.9908241033554076,0.01
572,2037,True,0.5608887672424316,0.01
572,5646,False,0.6193146705627441,0.01
575,2605,False,0.6347770094871521,0.01
575,2561,False,0.8348100781440735,0.01
577,6946,False,0.9791327714920044,0.01
577,7007,False,0.0,0.01
577,2957,False,0.5961021780967712,0.01
580,6293,False,0.6373583078384399,0.01
580,4214,False,0.0,0.01
580,6233,True,0.9906812310218812,0.01
584,4546,True,0.8215242624282837,0.01
585,6723,False,0.0,0.01
586,6875,False,0.0,0.01
586,2305,False,0.0,0.01
587,5249,False,0.5445427894592285,0.01
587,118,False,0.4412588775157928,0.01
587,4732,True,0.9719235897064208,0.01
588,1845,True,0.8453949689865112,0.01
589,1333,True,0.9829983711242676,0.02
594,1821,False,0.0,0.01
594,3202,False,0.6447256207466125,0.01
594,1283,True,0.9953073263168336,0.01
598,7017,False,0.4848334193229675,0.01
598,5556,False,0.7295642495155334,0.04
599,3922,True,0.0,0.01
600,4006,False,0.7433509826660156,0.01
600,6539,False,0.0,0.01
601,4162,True,0.872357964515686,0.01
603,5966,False,0.5233718156814575,0.01
603,4124,True,0.987766981124878,0.01
603,4941,False,0.5234680771827698,0.01
611,3320,False,0.0,0.01
611,5704,False,0.4075599908828735,0.01
611,3955,False,0.0,0.01
614,6278,False,0.5790843963623047,0.01
614,1634,False,0.5409766435623169,0.01
614,1306,True,0.9847420454025269,0.01
617,6555,False,0.0,0.01
617,378,False,0.8014626502990723,0.01
618,6175,True,0.9771968126296996,0.01
620,4526,False,0.6238222122192383,0.01
627,5925,False,0.4655264019966125,0.01
627,2643,False,0.4080429077148437,0.01
627,2543,True,0.9617359042167664,0.01
637,3649,False,0.0,0.01
637,6946,False,0.0,0.01
637,7007,True,0.9840753078460692,0.01
641,3122,False,0.6859195232391357,0.01
641,2214,False,0.8751158714294434,0.01
642,497,False,0.0,0.01
642,18,False,0.0,0.01
643,51,False,0.0,0.01
644,1954,False,0.6279020309448242,0.01
644,1329,False,0.6938260793685913,0.01
645,3807,False,0.8278094530105591,0.01
647,5423,True,0.7987053394317627,0.01
650,5441,True,0.9901702404022216,0.01
650,3003,False,0.4932595491409302,0.01
651,1493,False,0.719140350818634,0.01
651,4247,False,0.4631111323833465,0.01
653,3203,False,0.4003013074398041,0.01
653,51,True,0.9939255118370056,0.01
657,5960,False,0.0,0.01
658,6199,True,0.9852004051208496,0.01
660,4606,True,0.9828773736953736,0.01
660,6145,False,0.7157661318778992,0.01
660,7750,False,0.7027467489242554,0.01
660,7301,False,0.4362019300460815,0.01
660,6899,False,0.4629514217376709,0.01
663,1490,False,0.0,0.01
663,5375,False,0.9642508029937744,0.01
671,2250,False,0.0,0.01
674,3312,False,0.0,0.01
674,892,False,0.415300041437149,0.01
675,5580,False,0.0,0.01
676,688,True,0.9706089496612548,0.01
676,145,False,0.523980438709259,0.01
678,3918,True,0.8648751974105835,0.01
678,321,False,0.0,0.01
679,3907,False,0.6934970617294312,0.01
686,7736,False,0.0,0.01
686,7322,False,0.0,0.02
691,6489,False,0.0,0.01
691,4874,True,0.9758031368255616,0.01
693,6221,True,0.9914164543151855,0.01
693,1026,False,0.0,0.01
693,128,False,0.0,0.01
694,1817,False,0.6412138342857361,0.01
694,2070,False,0.4964396953582763,0.01
696,1720,False,0.0,0.01
697,446,False,0.6680757999420166,0.01
699,226,True,0.7662174701690674,0.01
700,5788,True,0.6725889444351196,0.01
702,4185,True,0.9505603313446044,0.03
706,2082,False,0.554206132888794,0.01
706,1685,False,0.5071547031402588,0.01
706,6485,False,0.5992403626441956,0.01
712,2319,True,0.9685968160629272,0.01
713,4007,False,0.8909350037574768,0.01
713,6351,False,0.0,0.01
713,977,False,0.5339952707290649,0.01
714,4576,False,0.0,0.01
718,497,True,0.676363468170166,0.01
718,18,True,0.6444414854049683,0.01
719,6190,True,0.8443096876144409,0.01
722,5372,False,0.9123611450195312,0.01
723,5661,False,0.5319095849990845,0.01
726,4394,True,0.9194332361221312,0.03
729,690,False,0.5197412967681885,0.01
731,1707,True,0.9827231764793396,0.01
731,7373,False,0.0,0.01
732,2039,True,0.9644558429718018,0.01
733,1684,False,0.6403971910476685,0.01
733,3390,True,0.9768703579902648,0.01
735,5948,True,0.8636760711669922,0.01
738,3234,False,0.0,0.01
738,2944,False,0.5474165081977844,0.01
738,2846,False,0.0,0.01
738,7525,False,0.7484432458877563,0.01
738,7150,False,0.7674124836921692,0.01
740,4104,False,0.0,0.01
740,2607,False,0.0,0.01
740,3473,True,0.0,0.01
740,4111,True,0.9672832489013672,0.01
740,6063,False,0.5293034315109253,0.01
741,3654,False,0.0,0.01
741,5330,True,0.962350368499756,0.01
742,2027,True,0.8674499988555908,0.01
742,4411,False,0.7199788093566895,0.01
742,942,False,0.0,0.01
744,2050,False,0.9420449733734132,0.01
745,3498,False,0.9660680294036864,0.01
746,834,False,0.7393213510513306,0.01
746,2887,False,0.0,0.01
746,7071,False,0.7714831233024597,0.01
746,2460,True,0.9805567264556884,0.01
748,2425,False,0.0,0.01
749,628,False,0.6310374736785889,0.01
749,1247,False,0.6624190807342529,0.01
749,1945,False,0.6706469655036926,0.01
749,1764,False,0.6994460821151733,0.01
750,44,False,0.6866540908813477,0.01
751,5908,False,0.6104419231414795,0.01
751,2027,False,0.6160035729408264,0.01
751,4411,False,0.981694221496582,0.01
752,4832,False,0.0,0.01
752,3038,False,0.0,0.01
752,4532,False,0.6359795331954956,0.01
752,2979,False,0.7291751503944397,0.01
752,4153,False,0.0,0.02
753,6135,False,0.0,0.01
754,3766,False,0.4461888670921325,0.01
755,6709,True,0.9639403223991394,0.01
758,4381,True,0.9832484722137452,0.01
758,7215,False,0.0,0.01
764,7728,False,0.0,0.01
765,4175,False,0.7287615537643433,0.01
766,2694,False,0.8813141584396362,0.01
767,5627,True,0.8438335657119751,0.01
767,4087,True,0.9903029203414916,0.01
768,2163,False,0.6609848737716675,0.01
768,2298,False,0.5607407093048096,0.01
768,2358,True,0.9754821062088012,0.01
772,5056,False,0.464577317237854,0.01
772,4630,True,0.9820634126663208,0.01
774,959,False,0.5675461888313293,0.01
774,321,False,0.8629765510559082,0.01
776,307,True,0.9827580451965332,0.01
776,3921,False,0.4398262500762939,0.01
781,947,True,0.9684311151504515,0.01
781,2509,False,0.9130288362503052,0.01
783,1807,False,0.0,0.01
785,6605,False,0.0,0.01
785,3385,True,0.942183256149292,0.01
787,4822,False,0.0,0.01
791,613,True,0.7777120471000671,0.01
791,7569,False,0.7444335222244263,0.01
793,1640,False,0.0,0.01
793,1173,False,0.0,0.01
793,6514,True,0.9887182712554932,0.01
795,6966,False,0.5548621416091919,0.01
795,5396,True,0.980051577091217,0.01
795,2014,False,0.0,0.01
797,3826,False,0.4321287870407104,0.01
802,3586,True,0.9822101593017578,0.01
803,2247,False,0.7187164425849915,0.01
805,5521,False,0.0,0.01
805,1392,False,0.0,0.01
805,910,True,0.7311238050460815,0.01
807,6250,False,0.0,0.01
807,3310,False,0.4678823053836822,0.01
807,7650,False,0.0,0.01
808,678,False,0.0,0.01
810,4441,True,0.9831984043121338,0.01
810,4054,False,0.0,0.01
813,985,False,0.4512682855129242,0.01
813,3474,False,0.4132822453975677,0.01
815,43,True,0.8450840711593628,0.01
816,3148,True,0.9675017595291138,0.01
816,6750,False,0.5261046290397644,0.01
816,3916,False,0.6562576293945312,0.01
817,4858,False,0.0,0.01
818,1920,False,0.7734805345535278,0.02
819,4532,False,0.0,0.01
819,4153,True,0.98293536901474,0.02
820,3951,False,0.4311153590679168,0.01
821,1689,True,0.982585906982422,0.02
823,1814,False,0.0,0.01
823,1131,False,0.0,0.01
825,3737,False,0.9786304235458374,0.01
827,6293,False,0.6423296928405762,0.01
827,91,False,0.990680456161499,0.01
827,4214,False,0.5854997634887695,0.01
831,7616,False,0.0,0.01
831,1467,False,0.6846727728843689,0.01
833,3446,True,0.9842472672462464,0.01
835,1843,True,0.9665226936340332,0.01
838,3289,False,0.4623894095420837,0.01
839,7484,False,0.7576073408126831,0.01
841,4398,False,0.626918613910675,0.01
844,6740,True,0.9896109104156494,0.01
844,517,False,0.7162646651268005,0.01
844,6865,False,0.0,0.01
844,7240,False,0.0,0.01
846,5735,True,0.9889186024665833,0.01
850,90,False,0.5938658714294434,0.01
850,213,False,0.6416292190551758,0.01
851,6693,True,0.5829244256019592,0.01
851,6768,False,0.5238755941390991,0.01
853,7778,False,0.7728052139282227,0.01
853,6906,False,0.5527613759040833,0.01
853,6227,False,0.5539770126342773,0.01
853,4633,True,0.9529156684875488,0.04
856,6547,False,0.0,0.01
856,6814,False,0.7364401817321777,0.01
856,7157,True,0.9794478416442872,0.01
858,3810,True,0.9693089723587036,0.01
860,6503,True,0.9877748489379884,0.01
862,4824,False,0.4847356081008911,0.01
863,6507,False,0.5812159776687622,0.01
863,3780,False,0.8835073709487915,0.01
864,4791,False,0.5629295110702515,0.19
864,6022,False,0.69211345911026,0.01
864,7627,False,0.6627414226531982,0.01
864,6333,True,0.9789341688156128,0.01
865,2114,False,0.0,0.01
869,3671,False,0.0,0.01
875,7679,False,0.7307434678077698,0.01
877,527,False,0.6939722895622253,0.01
881,1212,True,0.9827393889427184,0.01
881,3415,False,0.0,0.01
884,3010,False,0.9665215015411376,0.01
885,2165,True,0.96852308511734,0.01
895,1755,True,0.5154999494552612,0.01
896,3402,False,0.7413210272789001,0.01
896,358,False,0.7905046343803406,0.01
901,6572,False,0.0,0.01
901,5031,False,0.0,0.01
907,5368,False,0.0,0.01
907,7373,False,0.0,0.01
907,1592,True,0.8574135303497314,0.01
908,2342,False,0.5574846267700195,0.01
909,4533,True,0.9746133089065552,0.01
911,616,True,0.0,0.01
914,4532,True,0.9910646677017212,0.01
914,4153,False,0.0,0.02
916,6030,False,0.0,0.01
916,2887,False,0.0,0.01
917,3456,False,0.0,0.02
917,4324,False,0.0,0.01
919,1061,False,0.8463118672370911,0.03
919,5726,False,0.6178303956985474,0.01
919,6244,False,0.7930898666381836,0.01
919,2616,True,0.9268555641174316,0.02
925,7717,False,0.0,0.01
927,2125,False,0.644056499004364,0.01
927,7745,True,0.9766412377357484,0.01
931,1969,False,0.0,0.01
932,1805,False,0.0,0.01
933,6644,True,0.8581005930900574,0.01
935,6801,False,0.8309681415557861,0.01
937,7311,True,0.971426486968994,0.01
938,5662,False,0.0,0.01
938,2420,False,0.0,0.01
938,2723,False,0.0,0.01
938,2223,False,0.0,0.01
939,3308,False,0.0,0.01
939,7103,True,0.9893763065338136,0.01
939,5592,False,0.558878481388092,0.01
939,6856,False,0.0,0.02
943,4563,False,0.0,0.02
943,5699,True,0.0,0.01
944,1606,False,0.0,0.01
944,7711,True,0.9712924957275392,0.01
947,7048,False,0.6784268021583557,0.01
