,D1,D2,responses
609,243,14982,False
610,244,15690,False
611,244,14848,False
612,244,8414,False
613,245,5240,False
614,245,4172,False
615,246,9922,False
616,246,13589,False
617,246,19031,False
618,247,18804,False
619,247,6659,False
620,247,18574,False
621,248,1688,False
622,248,9675,False
623,248,11662,False
624,249,18655,False
625,250,19805,False
626,250,17125,False
627,250,15919,False
628,251,15557,True
629,251,10027,False
630,251,15256,False
631,252,11610,False
632,252,11620,False
633,252,7594,False
634,253,3742,False
635,253,5856,False
636,253,9229,False
637,254,19933,False
638,254,11876,True
639,254,19233,False
640,255,1856,False
641,255,20792,False
642,255,2964,False
643,256,14186,False
644,256,970,False
645,256,11611,False
646,257,13274,False
647,257,16548,False
648,257,9990,False
649,258,19803,False
650,258,17866,False
651,258,10646,True
652,259,21797,False
653,259,20112,False
654,259,10734,False
655,260,13745,False
656,260,13123,False
657,260,3777,True
658,261,3238,True
659,261,5192,True
660,261,154,True
661,262,21787,False
662,262,2910,False
663,262,19167,False
664,263,18566,True
665,263,2836,False
666,264,11975,True
667,264,13163,False
668,264,16640,True
669,265,3518,False
670,265,20891,False
671,265,11511,True
672,266,9654,True
673,266,14829,True
674,266,2949,False
675,267,16259,True
676,267,11315,True
677,267,7078,False
678,268,14761,False
679,268,10824,False
680,268,6812,False
681,269,7727,False
682,269,4946,False
683,269,3764,False
684,270,21190,False
685,270,12436,False
686,270,16168,False
687,271,5454,False
688,271,4007,False
689,271,3244,False
690,272,12312,False
691,272,3965,True
692,274,15492,False
693,274,4332,False
694,274,68,False
695,275,16581,True
696,275,20623,True
697,276,16049,False
698,276,15426,True
699,276,16047,False
700,277,2738,False
701,277,747,False
702,277,2739,True
703,278,19779,True
704,278,20067,False
705,279,21299,True
706,279,5008,False
707,279,20375,False
708,280,15466,False
709,280,2041,False
710,280,1397,False
711,281,7824,False
712,281,60,False
713,281,20258,False
714,282,21380,False
715,282,20586,False
716,282,9774,False
717,283,14281,False
718,283,14068,False
719,283,1445,True
720,284,14570,False
721,284,19549,False
722,284,2682,False
723,285,22038,False
724,285,5539,False
725,285,18175,False
726,286,18626,True
727,286,21414,False
728,286,18428,False
729,287,13772,True
730,287,3925,False
731,287,19434,False
732,288,17747,False
733,288,17855,False
734,289,18559,True
735,289,16071,False
736,290,20220,True
737,290,15478,True
738,290,12717,False
739,292,14489,False
740,292,1040,False
741,292,4497,False
742,293,6336,False
743,293,1140,False
744,294,19911,True
745,295,8144,False
746,295,8986,False
747,296,16419,False
748,296,15437,False
749,296,9501,False
750,297,21190,False
751,297,3706,False
752,297,15653,True
753,298,15565,False
754,298,3764,False
755,298,4946,False
756,299,12296,False
757,299,10218,False
758,299,4644,True
759,300,18627,False
760,300,394,False
761,300,18015,False
762,301,19298,False
763,301,14971,False
764,302,982,False
765,302,16641,True
766,302,16807,True
767,303,12936,False
768,303,19299,True
769,303,14840,False
770,304,20180,False
771,304,19884,False
772,304,18391,True
773,305,5266,False
774,305,13308,True
775,305,9323,False
776,306,21886,True
777,306,19168,True
778,307,10209,False
779,307,20104,False
780,307,2229,False
781,308,8239,False
782,308,2272,False
783,309,14785,False
784,309,19291,True
785,310,18273,False
786,310,17058,False
787,310,5057,False
788,311,19429,False
789,311,6539,False
790,311,8237,False
791,312,11287,False
792,312,13298,False
793,312,13299,True
794,313,20886,False
795,313,11259,False
796,313,8870,False
797,314,2614,False
798,314,11944,False
799,314,13899,False
800,315,1727,True
801,315,7705,True
802,315,13661,False
803,316,11648,False
804,316,2851,False
805,317,5550,False
806,317,3528,False
807,317,1082,True
808,318,16540,False
809,318,8299,False
810,318,18108,False
811,319,21483,True
812,319,1792,False
813,319,11658,False
814,320,13393,True
815,320,17356,True
816,320,8390,False
817,321,14288,False
818,321,20697,False
819,321,4116,False
820,322,13274,False
821,322,17651,False
822,322,9990,True
823,323,18470,False
824,323,1244,True
825,324,8519,True
826,324,21543,False
827,324,556,True
828,325,7854,True
829,325,6893,True
830,325,12927,False
831,326,14980,False
832,326,18071,False
833,326,16656,False
834,327,13966,False
835,327,17367,False
836,327,5077,False
837,328,14369,True
838,328,8728,False
839,328,14351,False
840,329,20518,False
841,329,7314,True
842,329,20422,False
843,330,1599,True
844,330,13536,False
845,330,16952,True
846,331,10967,False
847,331,4516,False
848,331,1045,False
849,332,18497,False
850,332,866,False
851,332,5332,False
852,333,3710,True
853,333,13940,False
854,333,13495,False
855,334,14161,False
856,334,22036,False
857,334,10661,False
858,335,9511,False
859,335,13304,False
860,335,997,False
861,336,20174,False
862,336,5332,False
863,336,7237,True
864,337,21228,True
865,337,6115,True
866,337,20538,False
867,338,14693,False
868,338,2092,False
869,338,21394,False
870,339,13561,False
871,339,15540,False
872,339,16077,False
873,340,12267,False
874,340,20607,True
875,340,18622,False
876,341,16061,False
877,341,19655,False
878,341,14069,False
879,342,13307,False
880,342,21065,True
881,342,9325,False
882,343,20319,False
883,343,9820,False
884,344,12306,False
885,344,20879,True
886,344,7174,False
887,345,9839,True
888,345,18387,False
889,345,8386,False
890,346,8304,True
891,346,379,False
892,347,8615,False
893,347,14458,True
894,347,1852,False
895,348,19614,True
896,348,11140,False
897,348,1189,False
898,349,4880,False
899,350,14093,False
900,350,17758,False
901,350,20880,True
902,351,10048,True
903,352,2353,False
904,352,8746,False
905,352,17173,True
906,353,14169,False
907,353,14170,False
908,353,17904,False
909,354,18425,True
910,354,16760,True
911,355,16170,False
912,355,19958,False
913,355,2378,False
914,356,21591,True
915,356,15093,False
916,356,19794,False
917,357,9681,False
918,357,7658,False
919,357,20629,True
920,358,9399,False
921,358,21637,True
922,358,9398,False
923,359,4632,False
924,359,1705,False
925,359,8354,False
926,360,19150,True
927,360,11566,False
928,362,16307,True
929,362,21921,False
930,362,3235,False
931,363,6319,False
932,363,4641,True
933,363,7131,False
934,364,18906,False
935,364,20463,False
936,364,21859,False
937,365,10783,True
938,366,9375,False
939,366,11336,False
940,366,21608,False
941,367,4878,False
942,367,11569,False
943,367,9591,False
944,368,4851,False
945,368,8037,False
946,368,9390,False
947,370,13846,False
948,370,15071,True
949,370,21042,True
950,371,20390,False
951,371,20415,False
952,371,20962,False
953,372,10409,True
954,372,8437,False
955,372,10438,False
956,373,11514,False
957,373,5931,False
958,373,14208,False
959,374,16259,False
960,374,11315,False
961,374,16335,False
962,375,19868,False
963,375,9081,False
964,375,5041,True
965,376,3374,False
966,376,10872,False
967,376,9389,False
968,377,17170,True
969,377,8328,False
970,377,17476,False
971,378,16907,False
972,378,6529,False
973,378,21690,True
974,379,20295,False
975,379,68,False
976,379,11966,False
977,380,19877,False
978,380,13876,False
979,380,14231,False
980,381,320,True
981,381,18533,True
982,381,17623,False
983,382,4487,True
984,382,19784,True
985,382,12582,True
986,383,14066,False
987,383,17627,False
988,383,17013,False
989,384,8615,False
990,384,4961,False
991,384,3294,False
992,385,11728,False
993,385,18965,True
994,386,4058,True
995,387,9568,False
996,387,1160,False
997,387,3169,False
998,388,12664,False
999,388,1450,True
1000,389,10543,True
1001,389,20948,False
1002,389,14516,True
1003,390,11602,False
1004,390,12725,False
1005,390,14520,False
1006,391,7161,False
1007,391,9978,False
1008,391,14728,False
1009,393,14114,False
1010,393,20952,False
1011,393,21257,False
1012,394,13698,False
1013,394,2188,False
1014,394,21004,False
1015,395,7903,False
1016,395,11929,False
1017,395,99,False
1018,396,7144,False
1019,396,5125,False
1020,396,17848,False
1021,397,14829,False
1022,397,4859,False
1023,397,7006,False
1024,398,16514,True
1025,398,17563,True
1026,398,18047,True
1027,399,22063,False
1028,399,21559,False
1029,399,713,False
1030,400,15833,False
1031,400,1279,False
1032,400,13517,False
1033,401,10634,False
1034,401,17117,False
1035,401,4593,False
1036,402,9134,False
1037,403,12661,False
1038,403,188,False
1039,404,11570,False
1040,404,18174,False
1041,404,5865,False
1042,406,21267,False
1043,406,7885,False
1044,406,17744,False
1045,407,5944,False
1046,407,14479,False
1047,408,7234,False
1048,408,8795,False
1049,409,18669,False
1050,409,16541,False
1051,409,1882,False
1052,410,3319,False
1053,410,9322,False
1054,410,9323,False
1055,411,20452,False
1056,411,19309,True
1057,411,19599,False
1058,412,7785,False
1059,412,7786,False
1060,412,1813,False
1061,413,16531,False
1062,413,284,True
1063,413,1677,False
1064,414,9528,False
1065,414,1529,False
1066,414,19932,False
1067,415,17243,True
1068,415,20385,True
1069,415,1901,False
1070,416,19475,True
1071,416,12289,False
1072,416,12290,False
1073,417,10125,False
1074,418,17130,False
1075,418,21134,False
1076,418,20334,False
1077,419,5215,False
1078,419,13251,False
1079,419,13252,False
1080,420,7203,False
1081,420,1539,False
1082,420,6549,False
1083,422,20227,False
1084,422,21373,False
1085,422,21746,False
1086,423,17305,False
1087,423,21896,True
1088,423,4010,False
1089,424,11346,False
1090,424,18884,False
1091,424,8534,False
1092,425,18,False
1093,425,14429,False
1094,426,14868,True
1095,426,1282,False
1096,426,4914,False
1097,427,8561,False
1098,428,3102,False
1099,428,6990,True
1100,429,3273,True
1101,430,7455,False
1102,430,6779,False
1103,430,17229,False
1104,431,19898,False
1105,431,3860,False
1106,431,18464,True
1107,432,438,False
1108,432,12352,False
1109,432,21909,False
1110,433,20873,False
1111,433,6324,False
1112,433,12366,True
1113,434,15411,False
1114,435,20900,False
1115,435,21045,False
1116,435,21138,False
1117,436,15219,False
1118,436,3381,False
1119,436,3477,False
1120,437,10335,False
1121,437,11847,False
1122,437,21899,False
1123,438,902,False
1124,438,130,False
1125,438,45,True
1126,439,18295,True
1127,440,16969,False
1128,440,544,False
1129,441,1550,False
1130,441,1311,False
1131,441,7127,False
1132,442,7672,False
1133,442,3188,False
1134,442,5660,False
1135,443,12658,False
1136,443,6897,False
1137,443,7228,False
1138,444,1123,False
1139,445,10080,False
1140,445,13317,False
1141,445,9348,False
1142,446,5774,True
1143,447,13173,False
1144,447,13174,True
1145,448,11313,False
1146,448,13173,True
1147,448,13174,False
1148,452,16645,True
1149,453,14019,False
1150,453,10899,False
1151,453,4892,True
1152,454,1891,True
1153,454,17711,False
1154,454,15496,False
1155,455,3390,False
1156,455,18772,False
1157,455,19347,True
1158,456,7200,True
1159,456,2936,False
1160,456,6870,False
1161,457,15946,False
1162,457,8017,False
1163,457,5973,False
1164,458,1337,False
1165,458,9323,False
1166,458,9324,False
1167,459,20827,True
1168,459,820,False
1169,460,4338,False
1170,461,17522,False
1171,461,7121,True
1172,461,18389,True
1173,462,13213,False
1174,462,20327,False
1175,463,11440,True
1176,463,17174,False
1177,464,1801,False
1178,464,5083,False
1179,464,11773,False
1180,465,7304,True
1181,465,5243,True
1182,465,15278,False
1183,466,10740,True
1184,466,16317,False
1185,466,16910,True
1186,467,342,False
1187,467,21605,True
1188,467,2058,False
1189,468,8479,False
1190,468,8480,False
1191,468,20645,False
1192,469,12825,False
1193,469,2720,True
1194,469,19257,False
1195,470,21172,False
1196,470,10874,True
1197,470,7467,False
1198,471,13831,False
1199,471,14167,False
1200,471,21761,False
1201,472,13371,False
1202,472,5362,False
1203,472,15367,True
1204,473,19898,False
1205,473,3860,False
1206,473,18464,False
1207,474,18529,True
1208,474,11180,False
1209,474,19889,False
1210,475,12746,True
1211,475,6443,False
1212,475,20392,True
1213,476,21079,False
1214,476,13455,False
1215,476,2717,False
1216,477,9684,False
1217,477,4172,False
1218,478,12486,False
1219,478,14382,False
1220,478,20274,True
1221,479,6623,False
1222,479,21522,False
1223,479,19088,False
1224,480,376,True
1225,480,18071,False
1226,480,16656,False
1227,481,10613,False
1228,481,986,True
1229,481,17197,False
1230,482,1161,False
1231,482,19294,False
1232,483,11114,False
1233,483,9130,True
1234,483,1149,True
1235,484,14225,False
1236,484,21338,False
1237,484,3685,False
1238,485,12267,True
1239,485,20607,False
1240,485,363,True
1241,486,12661,False
1242,486,188,False
1243,486,693,False
1244,488,19298,False
1245,488,4959,False
1246,488,14971,False
1247,489,20323,False
1248,489,12161,False
1249,489,8555,False
1250,490,10505,False
1251,490,5529,False
1252,490,581,False
1253,491,19957,True
1254,491,20430,False
1255,491,19834,False
1256,492,17490,False
1257,492,14430,True
1258,492,12886,False
1259,493,16109,False
1260,494,20451,False
1261,494,6410,False
1262,494,18022,False
1263,496,20861,False
1264,496,20374,True
1265,496,19391,False
1266,497,12677,False
1267,497,1127,False
1268,497,14950,False
1269,498,21654,False
1270,498,9627,True
1271,498,5577,False
1272,499,18882,False
1273,499,20887,False
1274,499,4075,False
1275,500,12544,True
1276,500,14516,False
1277,500,587,False
1278,501,14722,False
1279,501,3619,False
1280,501,4756,False
1281,502,15634,False
1282,502,11435,True
1283,502,19297,False
1284,503,20588,True
1285,503,7821,True
1286,503,10206,True
1287,504,13489,True
1288,504,15445,False
1289,504,11511,True
1290,505,5528,False
1291,505,17550,False
1292,505,3837,False
1293,506,2158,False
1294,506,21165,False
1295,506,2042,False
1296,507,21635,False
1297,507,4031,False
1298,507,9261,False
1299,508,20366,False
1300,508,18606,False
1301,508,21242,False
1302,509,13728,False
1303,509,11769,False
1304,509,19410,False
1305,510,20868,False
1306,510,15039,False
1307,510,3343,False
1308,511,18794,False
1309,511,19090,False
1310,511,1392,False
1311,512,9060,False
1312,512,3723,False
1313,512,13063,False
1314,513,10570,False
1315,513,9084,False
1316,513,2644,False
1317,514,11089,False
1318,514,14877,False
1319,514,10917,False
1320,515,20699,False
1321,515,9906,False
1322,515,10963,False
1323,517,13379,False
1324,517,7406,False
1325,517,15376,False
1326,518,12120,False
1327,518,2138,True
1328,518,16070,False
1329,519,8344,True
1330,519,9081,False
1331,519,14264,True
1332,520,11457,False
1333,520,9034,False
1334,520,15080,False
1335,521,12233,False
1336,521,8004,False
1337,521,10501,False
1338,522,13297,False
1339,522,14014,True
1340,522,13295,True
1341,523,14107,False
1342,523,14091,False
1343,523,2084,True
1344,524,13867,True
1345,524,5425,False
1346,524,18491,False
1347,525,15657,False
1348,525,7716,False
1349,525,11502,False
1350,526,5591,False
1351,526,3672,False
1352,526,6892,False
1353,527,18482,False
1354,527,3843,False
1355,527,485,False
1356,528,21347,False
1357,528,76,False
1358,529,17079,False
1359,529,7923,False
1360,529,17879,True
1361,530,17705,False
1362,530,6615,True
1363,530,18531,True
1364,531,13041,False
1365,531,729,False
1366,531,19817,True
1367,533,17305,False
1368,533,20804,False
1369,533,21896,False
1370,534,2941,False
1371,534,6081,False
1372,534,4853,True
1373,535,4311,False
1374,535,8378,False
1375,535,9024,False
1376,536,15737,False
1377,536,12747,False
1378,536,20841,False
1379,537,790,True
1380,537,10080,False
1381,537,13317,False
1382,538,20264,True
1383,538,17174,True
1384,538,18480,False
1385,539,1564,False
1386,539,11542,True
1387,540,9383,False
1388,540,9381,False
1389,540,20202,False
1390,541,4924,False
1391,541,1231,True
1392,541,9189,True
1393,542,15021,False
1394,542,13159,True
1395,542,5885,False
1396,543,1494,False
1397,543,3392,False
1398,543,12362,False
1399,544,15690,False
1400,544,13588,False
1401,544,13664,False
1402,545,6720,False
1403,545,7622,True
1404,546,7776,False
1405,546,19559,True
1406,546,20551,False
1407,547,9295,False
1408,547,7306,False
1409,547,7307,False
1410,548,3414,False
1411,549,9395,False
1412,549,15125,True
1413,549,6822,False
1414,550,19539,True
1415,550,18805,False
1416,550,2555,False
1417,551,1848,False
1418,551,15256,False
1419,552,12103,False
1420,552,19175,False
1421,553,2284,False
1422,553,13341,False
1423,553,11333,False
1424,555,16177,False
1425,555,19009,True
1426,555,18712,True
1427,556,12755,False
1428,556,12756,False
1429,556,16158,False
1430,557,11935,False
1431,557,3921,False
1432,557,12534,False
1433,558,12735,True
1434,558,5883,True
1435,558,8742,False
1436,559,21310,True
1437,559,19584,False
1438,559,20713,True
1439,560,1998,False
1440,560,12048,False
1441,560,21769,False
1442,561,13047,False
1443,561,21058,False
1444,561,18152,True
1445,562,10922,False
1446,562,4652,False
1447,562,8221,False
1448,563,17363,False
1449,563,18915,True
1450,563,21149,False
1451,564,17057,False
1452,564,17673,True
1453,564,21533,True
1454,565,20075,True
1455,565,7124,False
1456,566,18275,True
1457,566,17980,True
1458,566,18686,True
1459,567,15657,False
1460,567,12173,True
1461,567,14120,True
1462,568,21908,False
1463,568,1656,False
1464,568,12005,False
1465,570,239,False
1466,570,18763,False
1467,570,8870,False
1468,571,3320,False
1469,571,7322,False
1470,571,9324,True
1471,572,4643,True
1472,572,16152,False
1473,573,17889,False
1474,573,16964,True
1475,573,17558,False
1476,574,20580,False
1477,574,7219,True
1478,574,16055,False
1479,575,1128,True
1480,575,16492,False
1481,575,5075,True
1482,576,10759,False
1483,576,7762,False
1484,576,4964,False
1485,577,19367,True
1486,577,21736,True
1487,577,15887,False
1488,578,62,False
1489,578,11384,False
1490,578,13381,False
1491,579,3128,False
1492,579,15014,False
1493,579,15015,True
1494,580,10635,False
1495,580,12661,False
1496,580,693,False
1497,581,17697,False
1498,581,17696,False
1499,582,14874,False
1500,582,15804,False
1501,582,12973,False
1502,583,2183,False
1503,583,6169,False
