D1,D2,responses
255,1024,False
260,804,False
262,1949,"Answer: False, as both records refer to different aspects of the movie ""End Game"
266,5162,False
266,3158,"False, as there are two separate entities being described here"
269,3896,False
269,3354,False
271,37,"False, as the two records are describing different entities"
276,807,Answer: True
276,271,False
276,1100,Answer: False
278,616,False
281,453,False
283,5969,"Answer: False, as ""Becky Martin"" is a specific person, and while ""Martin Campbell"" shares the common surname ""Martin"", it does not necessarily imply that they are the same person"
283,287,Answer: False
283,5136,False
283,2953,Answer: False
284,6333,False
284,3904,False
284,5330,False
284,5992,"False, as the two records describe separate events and characters"
287,6532,False
287,4684,False
287,7624,"False, as the two records describe different genres of content and do not appear to be referring to the same entity"
287,5966,False
288,2833,Answer: False
290,929,True
292,1200,Answer: False is incorrect as both records refer to the same entity (Paul Attanasio) in different capacities
294,3134,False
295,1496,"Answer: False, as ""record 1"" is referring to the genre of the movie, while ""record 2"" is just the title and release date of the movie"
298,502,True
302,6412,Answer: False is incorrect
306,2394,record 1: J
306,7440,False
307,5821,False
311,1710,False
311,6872,False
311,5631,False
312,7762,False
312,3036,False
312,6029,False
313,204,Answer: True
317,7379,False
318,4882,False
319,7440,False
321,4688,False
322,5650,False
327,1974,False
328,4178,False
337,3214,False
339,242,Answer: False has been given as an example in the first instance when both records referred to different things
340,5516,Answer: False
341,4870,False
341,6543,False
345,6063,"False, as ""CIA: Crime Investigation Australia"" refers to a specific episode about a crime, while ""Night of Terror: The Bega Schoolgirls 'Crime Investigation Australia explores the murders of two teenage girls near the NSW town of Bega in 1997"
345,5618,False
345,1476,Answer: False
346,2091,Answer: False
348,4444,Answer: True
350,7599,Answer: False
350,7276,Answer: False
352,885,False
354,2260,False
355,5339,False
355,6906,False
357,6471,False
357,4601,False
363,3214,False
367,6190,False
367,6047,Answer: False
368,479,False
369,5087,Answer: False
372,6470,False
372,6607,True
372,5771,False
372,4222,False
373,1474,"False, as record 1 is describing a specific movie titled ""Sniper: Part 1,"" while record 2 is referencing an episode of the TV show ""Law & Order: Special Victims Unit"" (SVU)"
374,6651,False
374,6262,False
374,5381,False
379,5664,False
380,938,False
387,7623,Answer: True
388,783,False
389,6826,False
390,3905,False
392,544,False
397,453,False
405,349,Answer: True
411,7424,False
411,5831,False
411,2378,False
411,4295,False
412,6314,False
412,7229,False
414,5962,False
414,2901,False
418,6138,False
418,6546,False
421,2886,False
426,5423,Answer: False if the second record is referring to a different person named Takahiro Sakurai who is only an actor
434,504,False
434,185,False
434,5010,False
436,7442,False
436,7573,False
437,231,False
439,434,False
442,2686,Answer: True
442,2174,False
452,7800,False
452,5615,False
452,3664,False
452,2276,False
454,5828,False
454,5191,False
454,516,False
454,7639,False
455,3038,Answer: False
457,1474,"False, as the two records describe different episodes of a TV show (""Heaven and Back"" and ""Sniper (1)"")"
459,2152,False
461,2498,False
461,5002,False
461,344,False
463,2693,False
464,7687,Answer: True
473,3997,False
476,4922,False
477,1902,False
480,6799,True
481,5348,False
481,5399,False
481,6918,False
481,5925,False
481,4486,False
481,1328,"Answer: False, as the second record refers to a specific episode of ""Running with the Bulls"" while the first record appears to be a general reference to the TV show itself"
483,2616,False
485,7094,False
486,5286,Answer: False
487,5508,Answer: True
490,5144,False
490,7752,False
490,46,False
492,4953,False
494,7569,Answer: False
494,7807,False
494,613,Answer: True
495,4028,"False, as the second record provides additional information beyond just being a wine maker in a specific year"
495,4792,False
500,7436,"Both records refer to the same entity (""The Pit of Silence"") in different contexts - record 1 as a movie genre and record 2 as a specific movie title"
501,6048,Answer: False
502,3342,False
504,7623,Answer: False
509,1873,Answer: False
510,4686,False
510,5979,False
519,7252,False
520,164,Answer: True
520,1720,True
522,527,Answer: False
523,726,False
523,7311,False
523,6911,False
524,5394,False
525,5652,False
527,1253,False
527,1778,Answer: True
527,4417,False
529,203,False
531,5671,True
537,6873,False
539,6961,False
539,6864,True
540,1014,False
541,5969,Answer: False
541,5136,False
543,2741,False
545,2510,Answer: True
546,4589,False
550,7674,False
551,7763,False
554,6333,Answer: False
555,6932,False
557,3628,False
557,5051,False
561,7316,False
562,4479,False
564,7775,False
564,7025,False
564,5383,False
564,6633,False
566,3414,False
566,5650,False
566,7280,False
567,7632,Answer: False
569,3508,False
572,7361,Answer: True
572,7516,False
576,2520,Answer: True
581,2454,False
582,5368,"False, as the two records describe different aspects of the movie ""Door to Death"
585,3025,True
585,7273,False
585,4601,False
588,3652,False
588,4170,False
588,2652,False
588,2628,False
589,7262,False
590,713,False
595,5224,Answer: False
600,7340,False
602,6500,"False, as the two records are describing different aspects of a story or event"
604,4645,False
604,6221,"False, as the two records describe different entities"
608,6064,False
608,7672,False
608,2991,"record 1 and record 2 are not directly comparing entities, so there is no need to answer with just one word"
608,3495,"False, as the records are referring to different entities"
608,255,False
608,7642,False
608,417,False
608,7318,Answer: False
609,7662,Answer: False
609,7781,False
609,6479,False
609,6001,False
609,2122,False
612,4083,False
616,2176,False
617,4207,Answer: False
617,6048,"Answer: False, as ""writer"" and ""director"" are different roles in the entertainment industry"
618,1218,Answer: True
619,7069,"Both records refer to the same entity, as they both describe the popular Korean drama series ""Boys Over Flowers"""
620,3990,False
622,5948,False
622,3214,False
625,7499,False
625,1631,False
625,4714,False
625,2248,False
626,6471,False
630,4738,False
631,6913,"False, as ""Scene of the Crime"" and ""Prison Riot A riot breaks out at the prison, where two inmates are killed"
631,2627,False
631,7304,False
631,3016,"False, as both records describe separate events and investigations"
631,2247,"False, as both record descriptions refer to separate episodes of a TV show (CSI: Miami)"
633,1724,False
634,3673,Answer: False
634,4148,False
636,5339,"False, as while both records relate to the same drama, they do not refer to the same entity"
636,3355,False
636,6910,False
636,4796,"record 1: The Fate of the Furious (2017) Action, Crime, Thriller, record 2: Fast and Furious 8 (2017) Action, Adventure, Crime, Thriller"
636,6339,Answer: False
638,5970,False
639,1573,False
639,5234,False
640,7602,False
643,1898,Answer: True
644,7690,False
645,5963,Answer: False would be incorrect as both records describe Samuel Barnett as an actor
649,6479,False
649,2187,False
649,4935,False
651,4312,"False, as the second record provides additional information about a specific case involving Pembleton and Bayliss, suggesting it may be referring to a different instance of ""Three Men and Adena"" than the one described in the first record"
654,693,The records do not provide enough information to determine if they refer to the same entity or not
654,2323,False
654,1834,Answer: False
654,4025,Answer: True
656,1551,"False, as record 1 is describing a specific episode or chapter in a series, while record 2 is providing a summary of multiple events that may span over several episodes or chapters"
656,4781,False
662,6232,False
663,3831,True
663,3214,False
663,5707,False
667,6888,False
668,3205,False
669,7791,False
669,7484,False
670,6441,Answer: True
671,4169,False
672,956,False
675,2313,"False, as the two records describe different events and people"
675,7228,"False, as the two records are referring to different entities"
675,7297,Answer: False
675,7638,False
675,6210,Example 3:
675,7160,False
675,6447,False
675,6059,Answer: False
677,1274,Answer: True
677,1679,Answer: True
677,6673,False
677,1869,False
679,7166,Answer: False
680,7415,False
680,3134,False
680,3216,False
683,2725,False
683,688,Answer: False
686,3319,Answer: False
690,1026,False
690,5547,"Answer: False, as the first record is just describing the genre of ""Hyde and Go Shriek"", while the second record is providing a specific title and release date for the movie"
690,4312,False
691,7032,False
691,2566,Answer: False
693,7379,Answer: True
693,3537,Answer: True
701,1264,Answer: False
701,3006,False
701,3808,"Answer: False, as ""producer"" and ""editor"" are different roles compared to just ""director"""
702,4483,False
703,7562,False
705,7207,False
707,2761,Answer: True
716,1771,True
717,7628,False
721,5108,False
722,6403,False
722,5092,False
724,3761,False
725,7175,False
728,4195,False
728,669,False
728,2187,False
731,7359,False
733,5474,False
733,2106,False
734,7508,Answer: False
735,3207,False
737,2171,"Answer: False, as the two records are referring to different entities"
738,238,Answer: False
740,7397,False
743,3663,False
743,6404,"False, as ""Chapter 62"" could refer to different episodes or installments in two separate series or narratives"
744,5387,False
744,7281,False
744,7487,False
745,2511,"False, as the two records describe different stories and characters"
745,7490,Answer: False
745,2681,False
752,6401,False
753,3528,False
754,4079,False
755,7199,"False, as Claude Sautet and Claude Nuridsany are two different individuals"
756,4264,False
756,5495,False
756,2051,False
757,6405,False
758,453,False
759,262,False
760,5559,False
760,458,Answer: True
764,3413,False
764,1723,"Answer: False, as ""editors"" and ""miscellaneous"" are included in the first description, which indicates that the entity referred to in both records may not be the same"
764,5559,False
764,838,"Answer: False if ""miscellaneous"" in the first record refers to something other than directing and editing"
764,3879,False
767,7255,Answer: True
768,5414,False
768,7679,False
768,5784,False
773,7356,False
774,904,False
778,4491,False
779,90,Answer: True
779,213,Answer: True
781,5613,False
781,4074,False
786,782,True
788,7804,False
789,337,True
791,5097,False
791,639,False
792,2511,False
792,2685,False
798,930,"False, as the second record describes a specific sequence of events for Namaste in November 2017, which may not necessarily refer to the same entity as described in the first record from January 2017"
805,6912,False
806,2349,False
813,3836,"Both records refer to the same entity (the movie ""Disguise for Murder"")"
819,6512,"False, as the two records refer to different entities"
819,6186,Answer: False
821,4793,False
823,358,Answer: True
823,3402,Answer: True
828,7115,Answer: True
828,2671,Answer: True
829,6174,"Answer: False, as the first record lists Craig Horner as both an actor and a producer, while the second record only lists him as an actor"
832,4409,False
833,283,Answer: True
834,3689,False
836,5638,False
837,1673,Answer: False
837,7598,False
837,6332,False
837,7425,False
837,7657,False
843,7731,False
843,2697,False
844,6858,False
845,201,Answer: False
850,226,False
851,6679,Answer: False
852,6576,False
852,7786,False
853,5684,False
854,3537,False
854,208,"Answer: False, as the first record indicates that Jeff Schaffer has multiple roles (writer, producer, and director), whereas the second record only mentions him as a director"
854,108,True
854,404,Answer: False
855,5712,False
855,7398,False
855,3908,False
855,4854,False
855,2201,False
859,2601,"False, as the first record provides context about a specific location (a roadside memorial), while the second record is describing a comedic sketch that involves characters and their reactions to various situations"
859,7504,False
862,7801,False
862,5422,False
862,7006,False
867,4112,False
867,6282,False
874,1426,False
874,711,False
874,7257,True
874,7516,False
878,5963,False
881,4230,False
882,6858,Answer: False would be incorrect here as both records refer to the same entity (Ted Danson) and his role as an actor
883,7508,False
884,3437,Answer: False
885,2741,False
885,2946,False
886,3659,Answer: False
887,6833,"False, as record 1 describes a specific episode titled ""The True Test,"" while record 2 provides a summary of events that could potentially be part of a larger series or collection"
888,6471,False
895,6258,False
895,4252,"False, as the two records are referring to different entities (episodes) within a larger series"
895,4180,False
896,115,"Answer: False, as the first record lists Les Carter as both a writer and actor/miscellaneous, while the second only lists him as a writer under the category ""writers"
898,68,False
898,98,False
905,3831,False
905,3214,False
907,7533,False
907,7804,False
913,6564,False
915,6701,False
916,6772,False
916,167,Answer: True
917,7223,False
917,7667,False
917,4382,False
917,1401,False
918,6334,False
918,3048,False
918,165,False
918,1583,False
919,2394,"record 1: Steve Jobs CEO, founder of Apple Inc"
919,7762,False
919,1617,"False, as the record descriptions are describing different events and characters"
919,7191,"Answer: False, as the two records describe different entities"
920,5652,False
928,2174,"Answer: False, as Benedict Campbell and Neve Campbell are different individuals"
929,3349,Answer: False
931,278,False
932,5376,"False, as both records refer to different events/cases"
932,7356,False
934,2872,"False, as the two records are not directly comparing or contrasting the same entity"
936,5331,False
937,4944,False
938,479,False
939,1436,False
939,5947,False
939,1767,False
939,7743,False
940,6457,Answer: True
948,3326,Answer: False
948,976,False
948,5652,"Answer: False if ""director"" and ""producer"" are significant in distinguishing the entities"
953,3520,Answer: False
953,6739,"False, as the two records refer to different aspects of Hitagi Kurabu"
955,844,Record descriptions refer to the same entity: False
957,7448,False
958,7730,False
958,1322,False
960,2930,False
963,896,Answer: False
965,3979,False
968,1285,False
968,2155,False
969,4389,False
969,6424,False
973,5387,False
973,1988,False
973,1855,False
973,4110,False
973,681,False
973,6709,False
973,3108,False
977,4592,"Both records refer to the same entity, ""Hate Crimes"""
980,5160,False
982,4441,"False, as the second record describes a specific event and time period, while the first record is just a title and genre for a potential project"
989,7628,False
990,1206,False
1000,3577,False
1003,281,False
1003,7638,"False, as both records refer to different entities"
1006,5869,Answer: True
1009,6975,False
1011,7696,False
