D1,D2,responses,weight,s-weight
250,7622,Answer: True,0.1,0.778462290763855
251,807,False,0.1,0.6796782612800598
251,271,False,0.1,0.6981537342071533
252,231,False,0.1,0.0
253,5217,False,0.1,0.0
255,1024,Answer: False,0.3,0.8187695741653442
260,804,"record 1: Tom Hanks actor, record 2: Tom Hanks producer",0.3,0.7440237402915955
262,1949,Answer: False,0.1,0.6087322235107422
266,5162,Answer: False,0.2,0.0
266,3158,False,0.2,0.0
269,3896,False,0.1,0.0
269,3354,Answer: False,0.1,0.0
271,37,False,0.2,0.5879736542701721
276,807,Answer: True,0.1,0.9923771619796753
276,271,False,0.1,0.6706705689430237
276,1100,Answer: False,0.1,0.7383068799972534
278,616,False,0.1,0.0
281,453,False,0.1,0.0
283,5969,Answer: False,0.1,0.6499267816543579
283,287,True,0.1,0.6629598736763
283,5136,"If the records are referring to the same entity (Becky Martin), then answer is True",0.1,0.0
283,2953,Answer: False,0.1,0.6696131825447083
284,6333,"record 1: The Silence of the Lambs 1981-02-16 Thriller, record 2: Hannibal Lecter is a fictional character and cannibalistic serial killer, psychiatrist, and fictional literary figure created by Thomas Harris",0.1,0.0
284,3904,False,0.2,0.0
284,5330,False,0.2,0.0
284,5992,False,0.1,0.0
287,6532,False,0.1,0.0
287,4684,False,0.1,0.0
287,7624,"False, as the two records describe different topics and events",0.1,0.0
287,5966,False,0.1,0.0
288,2833,"The records refer to the same entity, as they both mention ""Viva los Muertos!"" and provide additional details that can be seen as variations or elaborations of each other's descriptions",0.1,0.47266054153442383
290,929,True,0.1,0.918236255645752
292,1200,Answer: True,0.1,0.7690550684928894
294,3134,False,0.2,0.5059210658073425
295,1496,"Answer: False, as the first record describes a movie, and the second record describes a specific event (release date) related to that movie",0.2,0.7330655455589294
298,502,True,0.1,0.9125469923019409
302,6412,Answer: True,0.1,0.7190958261489868
306,2394,"record 1: A Ticket for May 1956-01-01 Drama, record 2: National Theatre Live: Twelfth Night (Encore) (2017)",0.2,0.0
306,7440,"Record 1 and Record 2 refer to the same entity (Kang Woo) in Example 3, therefore the answer is: True",0.1,0.0
307,5821,False,0.1,0.0
311,1710,False,0.1,0.5618337392807007
311,6872,False,0.1,0.5800212621688843
311,5631,False,0.1,0.5464205741882324
312,7762,False,0.3,0.5014331936836243
312,3036,False,0.2,0.0
312,6029,False,0.1,0.5688987970352173
313,204,True,0.1,0.7309640645980835
317,7379,False,0.1,0.0
318,4882,False,0.2,0.5133915543556213
319,7440,False,0.1,0.0
321,4688,False,0.1,0.0
322,5650,Answer: False,0.1,0.6559864282608032
327,1974,False,0.1,0.0
328,4178,False,0.1,0.0
337,3214,False,0.1,0.0
339,242,Answer: True,0.1,0.7800649404525757
340,5516,Answer: False,0.2,0.0
341,4870,False,0.2,0.5679445862770081
341,6543,False,0.1,0.0
345,6063,"record 1: The Fate of Japan: PBS 1993 1986 History, record 2: Unnatural Selection: Science and Society 2007 2005 Documentary, Nature, Science, Technology, History An examination of the social and political forces that have shaped modern-day Japan, from its pre-feudal origins to its emergence as an economic superpower",0.1,0.5750505924224854
345,5618,Answer: True,0.1,0.7835177183151245
345,1476,Answer: False,0.2,0.0
346,2091,"Answer: False, as the second record provides additional information about the first one, suggesting that it might refer to a specific work or production rather than just being a general description of an entity called ""So Very Attractive""",0.1,0.0
348,4444,Example 3:,0.1,0.6747316718101501
350,7599,Answer: False,0.1,0.0
350,7276,"If the records are referring to the same person, then answer is True",0.1,0.0
352,885,Answer: False,0.2,0.6751142144203186
354,2260,"If the records are referring to two different people, answer ""False",0.1,0.0
355,5339,Answer: False,0.1,0.0
355,6906,False,0.1,0.0
357,6471,False,0.1,0.0
357,4601,Answer: False,0.1,0.6019852161407471
363,3214,False,0.1,0.0
367,6190,Answer: False,0.1,0.0
367,6047,Answer: False,0.1,0.6544107794761658
368,479,Answer: False,0.1,0.6546425819396973
369,5087,True,0.1,0.6658475399017334
372,6470,False,0.1,0.0
372,6607,False,0.1,0.5989041328430176
372,5771,False,0.1,0.0
372,4222,False,0.1,0.0
373,1474,"False, as the records refer to different entities - the first record describes an episode of a TV show called ""Sniper: Part 1"", while the second record is about an actual event taking place in the city (a sniper taking hostages)",0.1,0.7925865650177002
374,6651,Answer: False,0.1,0.0
374,6262,False,0.1,0.0
374,5381,False,0.1,0.4786115288734436
379,5664,Answer: False,0.1,0.0
380,938,False,0.1,0.0
387,7623,Answer: True,0.1,0.843856930732727
388,783,Answer: False,0.1,0.6891466379165649
389,6826,False,0.1,0.0
390,3905,False,0.1,0.6385064125061035
392,544,False,0.1,0.6003674268722534
397,453,"If the records are referring to two different individuals named Ben Johnson and Clark Johnson, then answer is False",0.1,0.0
405,349,Answer: True,0.1,0.8402441143989563
411,7424,False,0.1,0.5092341303825378
411,5831,False,0.3,0.0
411,2378,False,0.1,0.4748467206954956
411,4295,False,0.2,0.45647770166397095
412,6314,False,0.1,0.0
412,7229,False,0.1,0.0
414,5962,False,0.2,0.0
414,2901,False,0.2,0.0
418,6138,False,0.2,0.5906062722206116
418,6546,False,0.1,0.5950398445129395
421,2886,False,0.1,0.0
426,5423,"Answer: False, if the records only list ""actor"" for both and do not mention anything about soundtrack or producer",0.1,0.909332275390625
434,504,False,0.1,0.6228131651878357
434,185,False,0.1,0.0
434,5010,False,0.1,0.5618433952331543
436,7442,False,0.1,0.0
436,7573,False,0.1,0.0
437,231,False,0.1,0.0
439,434,Answer: False,0.1,0.619880735874176
442,2686,False,0.1,0.0
442,2174,False,0.1,0.6996247172355652
452,7800,False,0.1,0.5450259447097778
452,5615,False,0.1,0.5790721774101257
452,3664,False,0.1,0.0
452,2276,False,0.1,0.0
454,5828,False,0.1,0.0
454,5191,False,0.2,0.0
454,516,False,0.2,0.0
454,7639,False,0.1,0.0
455,3038,Answer: False,0.1,0.6259864568710327
457,1474,"False, as the two records describe different entities (an episode of a TV show and a person)",0.1,0.0
459,2152,Answer: False,0.2,0.6117312908172607
461,2498,False,0.1,0.6559793949127197
461,5002,False,0.1,0.0
461,344,False,0.1,0.6268122792243958
463,2693,False,0.1,0.6747382879257202
464,7687,"Answer: False, as ""actress"" and ""actor"" are different job roles in the entertainment industry, indicating that the entities referred to by these records might be different people",0.1,0.9122630953788757
473,3997,If the entities being referred to in both records are the same person (John W,0.1,0.0
476,4922,False,0.1,0.0
477,1902,False,0.2,0.8637405633926392
480,6799,True,0.1,0.7746519446372986
481,5348,False,0.3,0.0
481,5399,False,0.1,0.0
481,6918,False,0.1,0.0
481,5925,False,0.1,0.0
481,4486,False,0.1,0.0
481,1328,"Answer: False, as the two records are referring to different instances of ""Running with the Bulls",0.1,0.5520610213279724
483,2616,False,0.2,0.0
485,7094,False,0.1,0.0
486,5286,Answer: True,0.1,0.8295738697052002
487,5508,Answer: True,0.1,0.9365225434303284
490,5144,False,0.1,0.0
490,7752,False,0.1,0.0
490,46,False,0.1,0.0
492,4953,Answer: False,0.2,0.557884156703949
494,7569,Answer: True,0.2,0.7975507974624634
494,7807,False,0.1,0.4810214042663574
494,613,Answer: True,0.1,0.8382837772369385
495,4028,Answer: False,0.1,0.3974098563194275
495,4792,False,0.3,0.0
500,7436,"Answer: False, as the first record is describing a specific adventure titled ""The Pit of Silence"" in 1959, while the second record is providing context about characters and events within that adventure",0.1,0.48165032267570496
501,6048,Mark Stevens in record 1 and Bonnie Mark in record 2 both have the occupation of director,0.1,0.0
502,3342,False,0.1,0.0
504,7623,Answer: False,0.1,0.0
509,1873,Answer: False,0.1,0.47849392890930176
510,4686,False,0.1,0.0
510,5979,"False, as Jobs That Bite is the title of a specific episode or series within the context of Reality-TV, while Jobs That Bite Harder is a variation on this title for a different episode or series featuring Mike Rowe and his dirty jobs",0.2,0.0
519,7252,False,0.2,0.0
520,164,Answer: False,0.1,0.7022135257720947
520,1720,True,0.1,0.9903517365455627
522,527,True,0.1,0.8000698089599609
523,726,False,0.1,0.0
523,7311,False,0.2,0.9020271897315979
523,6911,False,0.1,0.0
524,5394,"Answer: False, as ""actor"" and ""guestStar"" could refer to different roles played by the same person",0.1,0.7436555624008179
525,5652,False,0.1,0.684746265411377
527,1253,Answer: False,0.1,0.5949152708053589
527,1778,Answer: False,0.1,0.6351058483123779
527,4417,False,0.1,0.6520019769668579
529,203,False,0.2,0.0
531,5671,True,0.1,0.851553201675415
537,6873,False,0.1,0.0
539,6961,"Answer: False, as the middle name and surname are different in the second record, indicating that it may be referring to a different individual",0.1,0.7816118597984314
539,6864,True,0.2,0.7489215135574341
540,1014,False,0.1,0.6717443466186523
541,5969,Answer: False,0.1,0.7073906064033508
541,5136,Answer: False,0.1,0.6693810820579529
543,2741,Answer: False,0.2,0.7012821435928345
545,2510,"Both records refer to the same entity, as both describe Alvin Ganzer's roles, which include director and assistant director in addition to writer",0.1,0.7518606185913086
546,4589,Answer: False,0.1,0.8133652806282043
550,7674,Janice Rule was both an actress and had guest star appearances in some shows,0.1,0.6368054151535034
551,7763,False,0.1,0.46089738607406616
554,6333,Answer: False,0.1,0.0
555,6932,Answer: False,0.1,0.6451640725135803
557,3628,False,0.1,0.0
557,5051,False,0.1,0.0
561,7316,Answer: False,0.1,0.6547205448150635
562,4479,False,0.1,0.5028532147407532
564,7775,False,0.1,0.0
564,7025,False,0.1,0.0
564,5383,False,0.1,0.0
564,6633,False,0.1,0.4739152789115906
566,3414,False,0.1,0.0
566,5650,False,0.1,0.0
566,7280,False,0.1,0.0
567,7632,Answer: False,0.1,0.7133843302726746
569,3508,False,0.2,0.8107613325119019
572,7361,Answer: True,0.1,0.9246487617492676
572,7516,Answer: False,0.1,0.7263628244400024
576,2520,Answer: True,0.1,0.8985469341278076
581,2454,Answer: False,0.1,0.5817951560020447
582,5368,"The two records are referring to the same entity, so the answer is: True",0.1,0.49043822288513184
585,3025,True,0.1,0.957221508026123
585,7273,False,0.1,0.0
585,4601,False,0.1,0.0
588,3652,False,0.1,0.47396567463874817
588,4170,Answer: False,0.1,0.5196677446365356
588,2652,False,0.1,0.5535241961479187
588,2628,False,0.1,0.5117784738540649
589,7262,"If both records refer to the same person's acting career, then the answer is True",0.1,0.7064505815505981
590,713,Answer: False,0.2,0.6784533262252808
595,5224,The records refer to the same entity (Trick or Treat) in Example 3,0.1,0.7053832411766052
600,7340,Answer: False,0.2,0.6296871304512024
602,6500,Answer: False,0.1,0.5166045427322388
604,4645,False,0.1,0.8477421998977661
604,6221,False,0.1,0.0
608,6064,False,0.2,0.0
608,7672,False,0.1,0.0
608,2991,Both records refer to the character Rumpole,0.1,0.0
608,3495,"False, as the two records are describing different events and cases",0.1,0.0
608,255,"False, as ""The Great War and Modern Memory"" appears to be a book or work related to history, while ""Alaska Bruce travels to Alaska"" seems to describe a specific person's journey and experiences in a location",0.2,0.0
608,7642,False,0.2,0.0
608,417,False,0.2,0.5443751811981201
608,7318,"Both records refer to the same entity (""The Great War and Modern Memory""), but they describe two different aspects of it: in record 1, it is a book genre (Crime,Drama,Mystery), while in record 2, it is a movie or TV show title",0.2,0.5668822526931763
609,7662,Answer: False,0.2,0.36125341057777405
609,7781,False,0.1,0.0
609,6479,False,0.1,0.0
609,6001,False,0.1,0.0
609,2122,Answer: False,0.1,0.41713470220565796
612,4083,Answer: False,0.1,0.0
616,2176,Answer: False,0.1,0.6514583826065063
617,4207,Answer: False,0.1,0.0
617,6048,Answer: False,0.1,0.0
618,1218,Answer: True,0.1,0.8949997425079346
619,7069,"Answer: Both records refer to the same entity, which is the popular South Korean drama series ""Boys Over Flowers""",0.1,0.5689254403114319
620,3990,False,0.1,0.6522396206855774
622,5948,False,0.1,0.6016571521759033
622,3214,False,0.1,0.0
625,7499,False,0.1,0.4964388906955719
625,1631,False,0.1,0.0
625,4714,False,0.1,0.0
625,2248,Answer: False,0.1,0.0
626,6471,False,0.1,0.5715203285217285
630,4738,False,0.2,0.578177273273468
631,6913,"False, as ""Scene of the Crime"" and ""Prison Riot"" appear to be two separate episodes or cases of a TV show or series",0.1,0.0
631,2627,False,0.2,0.6194826364517212
631,7304,False,0.2,0.0
631,3016,Answer: False,0.1,0.0
631,2247,"False, as the two record descriptions are referring to different episodes of a TV series",0.1,0.0
633,1724,Answer: False,0.1,0.5041378736495972
634,3673,True,0.1,0.8069277405738831
634,4148,False,0.1,0.0
636,5339,"False, as while both records mention ""Champagne for One,"" they are referring to two different productions",0.1,0.0
636,3355,False,0.1,0.0
636,6910,False,0.1,0.0
636,4796,Example 3:,0.1,0.5826690793037415
636,6339,"record 1: Sherlock Holmes: The Awakened 1984-12-07 Adventure,Mystery, record 2: Sherlock Holmes: The Awakened (2) In London in 1895, when Earl Barrington is found dead by Sherlock Holmes, Watson finds that Barrington's daughter and a young friar, both with secrets of their own, are equally willing to help Holmes with the case",0.1,0.5566247701644897
638,5970,"If the records refer to the same entity (Frank McDonald), answer with True",0.1,0.0
639,1573,Answer: False,0.1,0.0
639,5234,False,0.1,0.5371524691581726
640,7602,False,0.1,0.0
643,1898,Answer: True,0.1,0.8340291976928711
644,7690,False,0.1,0.7246558666229248
645,5963,Answer: True,0.1,0.8245465755462646
649,6479,True,0.1,0.5948518514633179
649,2187,False,0.1,0.0
649,4935,Answer: False,0.1,0.6022379398345947
651,4312,"Answer: False, as the second record provides additional information about the context of ""Three Men and Adena",0.1,0.44984108209609985
654,693,Example 3:,0.1,0.5346161127090454
654,2323,False,0.1,0.5102301836013794
654,1834,"The records refer to the same entity (the TV show ""A Nero Wolfe Mystery"") in both cases",0.2,0.4067392349243164
654,4025,Answer: True,0.1,0.6945677995681763
656,1551,"Answer: False, as the two records are referring to different entities",0.1,0.5698814392089844
656,4781,False,0.1,0.4404902458190918
662,6232,False,0.1,0.6111111044883728
663,3831,Answer: True,0.1,0.8665446639060974
663,3214,False,0.1,0.0
663,5707,Answer: False,0.1,0.6958415508270264
667,6888,"If the context is clear that ""Robert Middleton"" in both records refers to the same person, then the answer is True",0.1,0.6040738821029663
668,3205,Answer: False,0.1,0.6794209480285645
669,7791,False,0.1,0.5533521771430969
669,7484,False,0.1,0.5830419659614563
670,6441,Answer: True,0.1,0.8548083305358887
671,4169,False,0.1,0.0
672,956,False,0.2,0.6339719891548157
675,2313,Answer: False,0.1,0.0
675,7228,"False, the records refer to different entities",0.2,0.0
675,7297,Answer: False,0.1,0.0
675,7638,"False, as the records refer to two different entities - one is a TV show and the other is a legal case",0.2,0.0
675,6210,"record 3: DNA Club & Casino robbery plot, record 4: Sunset Casino bombing incident, Answer with:",0.1,0.0
675,7160,False,0.1,0.0
675,6447,False,0.3,0.0
675,6059,Example 3:,0.1,0.0
677,1274,Answer: True,0.1,0.7966831922531128
677,1679,Answer: True,0.1,0.6514933109283447
677,6673,"If the roles listed for both individuals (director and producer) are equivalent in terms of significance and impact on the entities they are associated with, then we can say that Tom Gries and Tom Kramer may refer to the same entity if their contributions as directors are comparable",0.1,0.0
677,1869,"If the roles of both individuals are the same, i",0.1,0.6882258653640747
679,7166,True,0.1,0.7542726993560791
680,7415,False,0.1,0.0
680,3134,False,0.2,0.0
680,3216,False,0.2,0.0
683,2725,False,0.1,0.0
683,688,Answer: False,0.1,0.5526052713394165
686,3319,Answer: False,0.1,0.4252011775970459
690,1026,False,0.1,0.0
690,5547,"Answer: False, as record 1 provides a more general and descriptive title, while record 2 provides a specific episode title and airdate, suggesting that they refer to different instances of the same television series",0.1,0.48553186655044556
690,4312,False,0.1,0.0
691,7032,Answer: False,0.1,0.0
691,2566,The records refer to the same entity (Michael Kanaan),0.1,0.0
693,7379,Answer: True,0.1,0.9050653576850891
693,3537,Answer: True,0.1,0.792087197303772
701,1264,True,0.1,0.8751262426376343
701,3006,False,0.1,0.7817917466163635
701,3808,Answer: True,0.1,0.9217139482498169
702,4483,False,0.1,0.6082202792167664
703,7562,False,0.1,0.0
705,7207,False,0.1,0.0
707,2761,Answer: True,0.1,0.914375901222229
716,1771,True,0.1,0.8243502378463745
717,7628,False,0.1,0.4785609245300293
721,5108,False,0.2,0.49333059787750244
722,6403,False,0.1,0.0
722,5092,False,0.1,0.0
724,3761,Answer: False,0.1,0.684657633304596
725,7175,Answer: False,0.1,0.6890180110931396
728,4195,False,0.2,0.0
728,669,False,0.1,0.0
728,2187,False,0.1,0.0
731,7359,False,0.1,0.6680270433425903
733,5474,False,0.1,0.5614321231842041
733,2106,False,0.1,0.0
734,7508,True,0.1,0.9214121103286743
735,3207,Answer: False,0.1,0.6578490734100342
737,2171,Answer: False,0.2,0.4708610773086548
738,238,"If the records are referring to different entities, answer with False",0.1,0.0
740,7397,False,0.1,0.6297173500061035
743,3663,Answer: False,0.1,0.5791075825691223
743,6404,False,0.2,0.5244923233985901
744,5387,False,0.1,0.43984147906303406
744,7281,False,0.1,0.0
744,7487,False,0.1,0.45938897132873535
745,2511,False,0.1,0.3863939344882965
745,7490,Answer: False,0.1,0.4547843337059021
745,2681,False,0.1,0.0
752,6401,False,0.2,0.0
753,3528,False,0.1,0.0
754,4079,False,0.1,0.0
755,7199,Answer: False,0.1,0.7108169198036194
756,4264,False,0.1,0.5529596209526062
756,5495,False,0.1,0.5765370726585388
756,2051,False,0.1,0.5211334824562073
757,6405,False,0.1,0.0
758,453,False,0.1,0.7520334124565125
759,262,Answer: False,0.1,0.6647435426712036
760,5559,False,0.1,0.0
760,458,Answer: True,0.1,0.7561140060424805
764,3413,"If the records are referring to two different people, then the answer is False",0.1,0.0
764,1723,Example 3:,0.1,0.671320915222168
764,5559,If the roles played by James B,0.1,0.0
764,838,Answer: False,0.1,0.684572696685791
764,3879,False,0.1,0.0
767,7255,Answer: True,0.1,0.8131188750267029
768,5414,False,0.1,0.8047035932540894
768,7679,Answer: False,0.1,0.776382565498352
768,5784,False,0.1,0.8030750751495361
